new_id;root_bogdan;root_form;mpnl;norm;par_index;extent;Reference
4784;635;олов;((олов)).эн.ъ;оловэнъ;2/a;;
4789;537;мак;об.(мак).а.т.и;омакати;7;;657
4790;545;мет;об.(мет).а;омета;2/f;;661, 669
4792;597;мйт;об.(мйт).и.т.и;омйтити;1;;697
4793;537;моч;об.(моч).и.т.и;омочити;1;;657
4794;566;мраз;об.(мраз).и.т.и;омразити;1;;681, 757
4795;567;мрач;об.(мрач).а.т.и;омрачати;7;;681, 758
4796;567;мрач;об.(мрач).и.т.и;омрачити;1;;681, 758
4797;566;мръз;об.(мръз).э.т.и;омръзэти;7;;681, 757
4798;567;мрък;об.(мрък).н.й.т.и;омръкнйти;5;;681, 758
4799;539;мрь;об.(мрь).т.в.э.т.и;омрьтвэти;7;;756, 835
4800;571;мъв;об.(мъв).ен.ьЁ.е;омъвениЕ;2/n;;713
4801;571;мыв;об.(мыв).а.т.и;омывати;7;;713
4802;571;мы;об.(мы).т.и;омыти;4h*%);;713
4803;595;мяч;об.(мяч).и.т.и;омячити;1;;696
4808;637;онущ;((онущ)).а;онуща;2/f;;
4809;636;он;(он).ъ;онъ;2/p;;797
4813;620;нэмЛ;об.(нэмЛ).а.т.и;онэмЛАти;7;;
4815;620;нэм;об.(нэм).э.т.и;онэмэти;7;;
4816;688;пЛьв;об.(пЛьв).а.т.и;опЛьвати;3h%*;;716
4817;654;паЛ;об.(паЛ).а.т.и;опаЛАти;7;;829
4819;654;пал;об.(пал).и.т.и;опалити;1;;829
4820;659;пас;об.(пас).ен.ьЁ.е;опасениЕ;2/n;;
4821;659;пас;об.(пас).ив.ъ;опасивъ;2/a;;
4822;659;пас;об.(пас).ъ;опасъ;2/m;;
4823;659;пас;об.(пас).ьн.ъ;опасьнъ;2/a;;
4824;638;опаш;((опаш)).ь;опашь;1/f;;
4825;660;печ;об.(печ).эл.и.т.и;опечалити;1;;665
4826;671;плак;об.(плак).а.т.и;оплакати;3;;
4827;676;плот;об.(плот).ъ;оплотъ;2/m;;661, 672
4828;681;плъч;об.(плъч).а.т.и;оплъчати;7;;
4829;681;плъч;об.(плъч).и.т.и;оплъчити;1;;
4830;686;плэН;об.(плэН).ен.ьЁ.е;оплэНЕниЕ;2/n;;
4831;664;пон;об.(пон).а;опона;2/f;;687
4832;844;слу;об.по.(слу).ш.а.т.и;опослушати;7;;720
4833;703;прав;об.(прав).ьд.а.н.ьЁ.е;оправьданиЕ;2/n;;
4834;703;прав;об.(прав).ьд.а.т.и;оправьдати;7;;
4835;703;прав;об.(прав).ьд.и.т.и;оправьдити;1;;
4836;705;праж;об.(праж).Н.а.т.и;опражНАти;7;;
4837;121;врэг;от.про.(врэг).т.и;опроврэщи;4c*(;;62, 747
4838;722;прэсн;об.(прэсн).ък.ъ;опрэснъкъ;2/m;;
4839;722;прэсн;об.(прэсн).ъч.ьск.ъ;опрэснъчьскъ;2/a;;
4840;665;прэ;об.(прэ).т.и;опрэти;4h*(;;761
4841;730;пуст;об.(пуст).и.т.и;опустити;1;;
4842;730;пуст;об.(пуст).э.т.и;опустэти;7;;
4843;733;пыт;об.(пыт).а.т.и;опытати;7;;
4844;639;ор;(ор).а.л.о;орало;2/n;;759
4845;639;ор;(ор).а.т.и;орати;3;;759
4846;12;ор;(ор).и.т.и;орити;1;;657
4856;810;свэт;об.(свэт).и.т.и;освэтити;1;;674
4857;810;свэщ;об.(свэщ).а.в.а.т.и;освэщавати;7;;674
4858;810;свэщ;об.(свэщ).а.т.и;освэщати;7;;674
4859;810;свэщ;об.(свэщ).ен.ьЁ.е;освэщениЕ;2/n;;674
4860;813;свят;об.(свят).и.т.и;освятити;1;;
4862;813;свящ;об.(свящ).а.т.и;освящати;7;;
4863;813;свящ;об.(свящ).ен.ьЁ.е;освящениЕ;2/n;;
4864;798;сед;об.(сед).ъл.а.т.и;оседълати;7;;832
4865;820;сиЁ;об.(сиЁ).а.т.и;осиАти;7;;
4866;822;сиН;об.(сиН).а.т.и;осиНАти;7;;
4867;819;си;об.(си).л.о;осило;2/n;;663
4868;936;сйЖ;от.(сйЖ).а.т.и;осйЖати;7;;
4869;936;сйЖ;от.(сйЖ).ен.ьЁ.е;осйЖениЕ;2/n;;
4870;936;сйд;от.(сйд).и.т.и;осйдити;1;;
4871;936;сйд;от.(сйд).ьн.ъ;осйдьнъ;2/a;;
4872;937;сйк;об.(сйк).ат.ъ;осйкатъ;2/a;;
4873;827;скврь;об.(скврь).Н.а.т.и;оскврьНАти;7;;62
4874;827;скврь;об.(скврь).Н.ен.ьЁ.е;оскврьНЕниЕ;2/n;;62
4876;827;скврь;об.(скврь).н.ав.и.т.и;оскврьнавити;1;;62
4877;827;скврь;об.(скврь).н.и.т.и;оскврьнити;1;;62
4878;840;скйд;об.(скйд).и.т.и;оскйдити;1;;
4879;840;скйд;об.(скйд).э.т.и;оскйдэти;7;;
4880;828;склабЛ;об.(склабЛ).ен.ьЁ.е;осклабЛЕниЕ;2/n;;
4881;828;склаб;об.(склаб).и.т.и;осклабити;1;;
4882;836;скръбЛ;об.(скръбЛ).а.т.и;оскръбЛАти;7;;
4883;836;скръб;об.(скръб).и.т.и;оскръбити;1;;
4884;836;скръб;об.(скръб).э.т.и;оскръбэти;2;;
4885;644;оскръд;((оскръд)).ъ;оскръдъ;2/m;;
4886;646;ост;(ост).л.а;осла;2/f;;
4887;843;слабЛ;об.(слабЛ).а.т.и;ослабЛАти;7;;
4888;843;слабЛ;об.(слабЛ).ен.ьЁ.е;ослабЛЕниЕ;2/n;;
4889;843;слаб;об.(слаб).а;ослаба;2/f;;
4890;843;слаб;об.(слаб).и.т.и;ослабити;1;;
4891;843;слаб;об.(слаб).э.т.и;ослабэти;7;;
4892;844;слу;об.(слу).ш.а.н.ьЁ.е;ослушаниЕ;2/n;;720
4893;844;слу;об.(слу).ш.а.т.и;ослушати;7;;720
4894;844;слу;об.(слу).ш.ьл.ив.ъ;ослушьливъ;2/a;;720
4897;855;сльп;об.(сльп).ен.ьЁ.е;осльпениЕ;2/n;;680, 781, 782
4898;855;слэпЛ;об.(слэпЛ).а.т.и;ослэпЛАти;7;;680, 781, 782
4899;855;слэпЛ;об.(слэпЛ).ен.ьЁ.е;ослэпЛЕниЕ;2/n;;680, 781, 782
4900;855;слэп;об.(слэп).и.т.и;ослэпити;1;;680, 781, 782
4907;861;смрад;об.(смрад).и.т.и;осмрадити;1;;681, 764
4908;645;осм;(осм).ъ;осмъ;2/a;;
4909;645;осм;(осм).ь;осмь;1/f;;
4911;863;снов;об.(снов).а.н.ьЁ.е;основаниЕ;2/n;;721
4912;863;снов;об.(снов).а.т.и;основати;3°;;721
4913;863;сныв;об.(сныв).а.т.и;оснывати;7;;721
4914;865;снэж;об.(снэж).и.т.и;оснэжити;1;;
4915;803;соб;(соб).и.т.и;собити;1;;800
4917;842;сол;об.(сол).и.т.и;осолити;1;;780
4918;874;срамЛ;об.(срамЛ).а.т.и;осрамЛАти;7;;62
4919;874;срамЛ;об.(срамЛ).ен.ьЁ.е;осрамЛЕниЕ;2/n;;62
4920;874;срам;об.(срам).и.т.и;осрамити;1;;62
4921;879;ста;от.(стаё).а.т.и;остаАти;3;;657
4922;879;ста;от.(ста).вЛ.а.т.и;оставЛАти;7;;657
4923;879;ста;от.(ста).вЛ.ен.ьЁ.е;оставЛЕниЕ;2/n;;657
4924;879;ста;от.(ста).в.и.т.и;оставити;1;;657
4925;879;ста;от.(ста).н.ък.ъ;останъкъ;2/m;;657
4926;879;ста;от.(ста).т.и;остати;0;;657
4927;879;ста;от.(ста).т.ьЁ.е;остатиЕ;2/n;;657
4928;879;ста;от.(ста).т.ък.ъ;остатъкъ;2/m;;657
4930;885;стйп;от.(стйп).а.т.и;остйпати;7;;834
4931;885;стйп;об.(стйп).и.т.и;остйпити 1;1;;834
4933;885;стйп;от.(стйп).ьн.ъ;остйпьнъ;2/a;;834
4934;879;сто;об.(стоё).э.н.ьЁ.е;остоАниЕ;2/n;;657
4935;879;сто;об.(стоё).э.т.и;остоАти;2;;657
4936;890;страд;от.(страд).т.и.т.и;острастити;1;;
4937;646;ост;(ост).р.ьЁ.е;остриЕ;2/n;;
4938;646;ост;(ост).р.и.т.и;острити;1;;
4939;895;стров;об.(стров).ъ;островъ;2/m;;723
4940;646;ост;(ост).р.ог.ъ;острогъ;2/m;;
4941;646;ост;(ост).р.ост.ь;острость;1/f;;
4944;898;струЁ;об.(струЁ).и.т.и;оструити;1;;
4945;646;ост;(ост).р.ъ;остръ;2/a;;
4946;897;стръг;от.(стръг).а.т.и;остръгати;3*;;724
4947;646;ост;(ост).ьн.ъ;остьнъ;2/m;;
4948;908;стэн;об.(стэн).и.т.и;остэнити;1;;
4949;914;суш;от.(суш).а.т.и;осушати;7;;727
4950;917;съп;об.(съп).ы;осъпы;2/f;;660
4951;917;сып;об.(сып).а.т.и;осыпати;3;;660
4952;913;сыр;от.(сыр).э.т.и;осырэти;7;;726
4953;643;ос;(ос).ьЛ.ь;осьЛь;2/a;;
4954;643;ос;(ос).ьл.ъ;осьлъ;2/m;;
4955;643;ос;(ос).ьл.ьск.ъ;осьльскъ;2/a;;
4956;643;ос;(ос).ьл.я;осьля;0/n;;
4957;643;ос;(ос).ьл.ят.ин.ъ;осьлятинъ;2/a;;
4959;929;сэН;об.(сэН).а.т.и;осэНАти;7;;
4960;929;сэн;об.(сэн).и.т.и;осэнити;1;;
4961;798;сэд;об.(сэд).т.и;осэсти;0;;832
4962;926;сэ;об.(сэ).т.и;осэти;4v;;
4963;933;сяЗ;об.(сяЗ).а.т.и;осяЗати;7;;
4964;933;сяг;об.(сяг).н.й.т.и;осягнйти;5;;
4966;89;вор;от.(вор).и.т.и;отворити;1;;62, 745
4967;122;врьз;от.(врьз).а.т.и;отврьзати;7;;62, 678, 748
4968;122;врьз;от.(врьз).т.ьЁ.е;отврьстиЕ;2/n;;62, 678, 748
4969;122;врэз;от.(врэз).т.и;отврэсти;4c*(;;62, 678, 748
4970;954;тир;об.(тир).а.т.и;отирати;7;;768
4971;329;и;от.(и).т.и;отити;0;;826
4972;957;тиш;об.(тиш).а.т.и;отишати;7;;663
4973;957;тиш;об.(тиш).ьЁ.е;отишиЕ;2/n;;663
4974;961;тлъст;об.(тлъст).э.т.и;отлъстэти;7;;62
4975;941;ток;об.(ток).ъ;отокъ;2/m;;661, 675
4976;941;точ;об.(точ).ьн.ъ;оточьнъ;2/a;;661, 675
4977;966;трав;об.(трав).и.т.и;отравити;1;;728
4978;966;тров;об.(тров).ен.ьЁ.е;отровениЕ;2/n;;728
4979;766;рок;от.(рок).ов.иц.а;отроковица;2/f;;661, 673
4980;766;рок;от.(рок).ъ;отрокъ;2/m;;661, 673
4981;766;роч;от.(роч).ьЁ.ь;отрочии;2/a;;661, 673
4982;766;роч;от.(роч).ин.а;отрочина;2/f;;661, 673
4983;766;роч;от.(роч).ищ.ь;отрочищь;2/m;;661, 673
4984;766;роч;от.(роч).ьн.ик.ъ;отрочьникъ;2/m;;661, 673
4985;766;роч;от.(роч).ьн.ъ;отрочьнъ;2/a;;661, 673
4986;766;роч;от.(роч).я;отрочя;0/n;;661, 673
4987;954;трь;об.(трь).т.и;отрьти;4h•;;768
4988;980;трэб;отъ.(трэб).и.т.и;отътрэбити;1;;
4992;792;рэш;от.(рэш).ен.ьЁ.е;отрэшениЕ;2/n;;
4993;792;рэш;от.(рэш).и.т.и;отрэшити;1;;
4994;984;тряс;об.(тряс).т.и;отрясти;4c;;700
4996;1113;эд;отъ.(ёэд).ъ;отъАдъ;2/m;;839
5004;69;бэг;отъ.(бэг).а.т.и;отъбэгати;7;;
5005;69;бэг;отъ.(бэг).н.й.т.и;отъбэгнйти;5;;
5006;69;бэж;отъ.(бэж).э.т.и;отъбэжати;2;;
5007;77;ваЛ;отъ.(ваЛ).а.т.и;отъваЛАти;7;;62, 771
5008;77;ваЛ;отъ.(ваЛ).ен.ьЁ.е;отъваЛЕниЕ;2/n;;62, 771
5009;77;вал;отъ.(вал).и.т.и;отъвалити;1;;62, 771
5010;75;вед;отъ.(вед).т.и;отъвести;4c;;661, 666
5011;105;влэк;отъ.(влэк).т.и;отъвлэщи;4c*(;см. п.  502;62, 772
5012;75;вод;отъ.(вод).и.т.и;отъводити;1;;661, 666
5013;117;врат;отъ.(врат).и.т.и;отъвратити;1;;62, 746
5014;117;вращ;отъ.(вращ).а.т.и;отъвращати;7;;62, 746
5015;121;врьж;отъ.(врьж).ен.ьЁ.е;отъврьжениЕ;2/n;;62, 747
5017;121;врэг;отъ.(врэг).т.и;отъврэщи;4c*(;;62, 747
5022;137;вэ;отъ.(вэ).т.и;отъвэти;4v;;815
5023;137;вэт;отъ.(вэт).ъ;отъвэтъ;2/m;;815
5024;137;вэщ;отъ.(вэщ).а.в.а.т.и;отъвэщавати;7;;815
5025;137;вэщ;отъ.(вэщ).а.н.ьЁ.е;отъвэщаниЕ;2/n;;815
5026;137;вэщ;отъ.(вэщ).а.т.и;отъвэщати;7;;815
5027;153;гаН;отъ.(гаН).а.т.и;отъгаНАти;7;;683, 818
5028;153;гон;отъ.(гон).и.т.и;отъгонити;1;;683, 818
5029;153;гън;отъ.(гън).а.т.и;отъгънати;0;;683, 818
5030;216;да;отъ.(даё).а.т.и;отъдаАти;3;;820
5032;216;да;отъ.(да).н.ьЁ.е;отъданиЕ;2/n;;820
5033;216;да;отъ.(да).т.и;отъдати;0;;820
5034;228;дес;отъ.(дес).ят.ьств.ов.а.т.и;отъдесятьствовати;6;;
5036;236;доЁ;отъ.(доЁ).и.т.и;отъдоити;1;;734
5037;261;дъш;отъ.(дъш).ен.ьЁ.е;отъдъшениЕ;2/n;;706
5038;261;дых;отъ.(дых).а.т.и;отъдыхати;7;;706
5039;273;дэл;отъ.(дэл).и.т.и;отъдэлити;1;;
5043;438;кръв;от.(кръв).ен.ьЁ.е;окръвениЕ;2/n;;679, 710
5048;482;лаг;отъ.(лаг).а.т.и;отълагати;7;;827
5049;526;лйч;отъ.(лйч).а.т.и;отълйчати;7;;695
5050;526;лйч;отъ.(лйч).ен.ьЁ.е;отълйчениЕ;2/n;;695
5051;526;лйч;отъ.(лйч).и.т.и;отълйчити;1;;695
5052;526;лйч;отъ.(лйч).ьн.ъ;отълйчьнъ;2/a;;695
5053;482;лож;отъ.(лож).и.т.и;отъложити;1;;827
5054;496;лэк;отъ.(лэк).ъ;отълэкъ;2/m;;828
5056;545;мет;отъ.(мет).а.н.ьЁ.е;отъметаниЕ;2/n;;661, 669
5057;545;мет;отъ.(мет).а.т.и;отъметати;3°;;661, 669
5058;545;мет;отъ.(мет).ьн.ъ;отъметьнъ;2/a;;661, 669
5059;571;мыв;отъ.(мыв).а.т.и;отъмывати;7;;713
5060;571;мы;отъ.(мы).т.и;отъмыти;4h*%);;713
5061;583;мьст;отъ.(мьст).и.т.и;отъмьстити;1;;
5062;583;мьщ;отъ.(мьщ).а.т.и;отъмьщати;7;;
5063;583;мьщ;отъ.(мьщ).ен.ьЁ.е;отъмьщениЕ;2/n;;
5064;545;мэт;отъ.(мэт).а.т.и;отъмэтати;7;;661, 669
5066;535;мог;отъ.не.(мог).т.и;отънемощи;4c;;657
5067;607;нос;отъ.(нос).и.т.и;отъносити;1;;661, 670
5070;649;пад;отъ.(пад).а.т.и;отъпадати;7;;
5071;649;пад;отъ.(пад).ен.ьЁ.е;отъпадениЕ;2/n;;
5072;649;пад;отъ.(пад).т.и;отъпасти;4c;;
5073;672;плат;отъ.(плат).и.т.и;отъплатити;1;;
5074;670;плу;отъ.(плу).т.и;отъплути;4h);;715
5076;730;пуст;отъ.(пуст).и.т.и;отъпустити;1;;
5077;730;пущ;отъ.(пущ).а.т.и;отъпущати;7;;
5078;730;пущ;отъ.(пущ).ен.ьЁ.е;отъпущениЕ;2/n;;
5079;753;раЖ;отъ.(раЖ).а.т.и;отъраЖати;7;;
5080;753;рад;отъ.(рад).а;отърада;2/f;;
5081;753;рад;отъ.(рад).и.т.и;отърадити;1;;
5082;753;рад;отъ.(рад).ьн.ъ;отърадьнъ;2/a;;
5083;762;раст;отъ.(раст).т.л.ь;отърасль;1/f;;
5084;766;реч;отъ.(реч).ен.ьЁ.е;отъречениЕ;2/n;;661, 673
5085;766;рек;отъ.(рек).т.и;отърещи;4c@;;661, 673
5086;769;ри;отъ.(ри).в.а.т.и;отъривати;7;;739
5087;770;риг;отъ.(риг).а.т.и;отъригати;7;;
5088;770;риг;отъ.(риг).н.й.т.и;отъригнйти;5;;
5089;769;ри;отъ.(ри).н.й.т.и;отъринйти;5;;739
5090;766;риц;отъ.(риц).а.т.и;отърицати;3;;661, 673
5091;773;ръв;отъ.(ръв).а.н.ьЁ.е;отъръваниЕ;2/n;;717
5095;773;ры;отъ.(ры).т.и;отърыти;4h*%);;717
5096;769;рэj;отъ.(рэЁ).а.т.и;отърэАти;3;;739
5097;754;рэз;отъ.(рэз).а.т.и;отърэзати;3;;662
5098;754;рэз;отъ.(рэз).ов.а.т.и;отърэзовати;6;;662
5106;824;скоч;отъ.(скоч).и.т.и;отъскочити;1;;657
5109;885;стйп;от.(стйп).и.т.и;остйпити 2;1;;834
5112;896;строп;отъ.(строп).и.т.и;отъстропити;1;;
5113;916;сыл;отъ.(сыл).а.т.и;отъсылати;7;;660
5114;815;сэк;отъ.(сэк).а.т.и;отъсэкати;7;;658
5115;815;сэк;отъ.(сэк).н.й.т.и;отъсэкнйти;5;;658
5116;815;сэч;отъ.(сэч).ен.ьЁ.е;отъсэчениЕ;2/n;;658
5117;815;сэк;отъ.(сэк).т.и;отъсэщи;4c;;658
5118;941;тек;отъ.(тек).т.и;отътещи;4c@;;661, 675
5124;973;тръг;отъ.(тръг).н.й.т.и;отътръгнйти;5;;769
5125;973;трьЗ;отъ.(трьЗ).а.т.и;отътрьЗати;3*;;769
5128;984;тряс;отъ.(тряс).а.т.и;отътрясати;7;;700
5129;984;тряс;отъ.(тряс).т.и;отътрясти;4c;;700
5176;1046;хул;об.(хул).и.т.и;охулити;1;;
5177;648;оцьт;((оцьт)).ъ;оцьтъ;2/m;;
5178;648;оцьт;((оцьт)).ьн.ъ;оцьтьнъ;2/a;;
5179;648;оцьт;((оцьт)).эн.ъ;оцьтэнъ;2/a;;
5180;1053;цэЖ;от.(цэЖ).а.т.и;оцэЖати;7;;
5181;1056;цэп;об.(цэп).а.т.и;оцэпати;7;;
5182;1056;цэп;об.(цэп).э.н.э.в.а.т.и;оцэпэнэвати;7;;
5183;1056;цэп;об.(цэп).э.н.э.т.и;оцэпэнэти;7;;
5184;1059;цэщ;от.(цэст).и.т.и;оцэстити;1;;
5185;1059;цэщ;от.(цэщ).а.т.и;оцэщати;7;;
5186;1059;цэщ;от.(цэщ).ен.ьЁ.е;оцэщениЕ;2/n;;
5187;634;оч;(оч).ес.ьн.ъ;очесьнъ;2/a;;
5190;1075;чист;от.(чист).и.т.и;очистити;1;;
5191;1075;чищ;от.(чищ).а.т.и;очищати;7;;
5192;1075;чищ;от.(чищ).ен.ьЁ.е;очищениЕ;2/n;;
5194;1078;чрьв;об.(чрьв).и.т.и;очрьвити;1;;62
5195;1080;чрьн;об.(чрьн).э.т.и;очрьнэти;7;;62
5196;1084;чрьщ;об.(чрьщ).е;очрьще;2/n;;62
5197;1099;шьд;от.(шьд).т.ьЁ.е;ошьстиЕ;2/n;;659
5198;1111;щут;об.(щут).и.т.и;ощутити;1;;
5199;688;пЛи;(пЛи).н.й.т.и;пЛинйти;5;;716
5200;688;пЛи;(пЛи).н.ов.ен.ьЁ.е;пЛиновениЕ;2/n;;716
5201;688;пЛьв;(пЛьв).а.н.ьЁ.е;пЛьваниЕ;2/n;;716
5202;688;пЛьв;(пЛьв).а.т.и;пЛьвати;3h%*;;716
5203;688;пЛу;(пЛу).н.й.т.и;пЛюнйти;5;;716
5204;689;пЛуск;(пЛуск).ъ;пЛюскъ;2/m;;
5207;654;паЛ;(паЛ).ен.ьЁ.е;паЛЕниЕ;2/n;;829
5208;210;губ;па.(губ).а;пагуба;2/f;;705
5209;210;губ;па.(губ).ьн.ик.ъ;пагубьникъ;2/m;;705
5210;210;губ;па.(губ).ьн.ъ;пагубьнъ;2/a;;705
5211;649;пад;(пад).а.н.ьЁ.е;паданиЕ;2/n;;
5212;649;пад;(пад).а.т.и;падати;7;;
5213;649;пад;(пад).ен.ьЁ.е;падениЕ;2/n;;
5214;286;жи;па.(жи).т.ь;пажить;1/f;;707
5215;612;пазнег;((пазнег)).ът.ь;пазнегъть;1/m;;
5217;650;пазух;((пазух)).а;пазуха;2/f;;
5218;1121;йч;па.(йч).ин.а;пайчина;2/f;;655
5219;652;пак;(пак).ост.ь;пакость;1/f;;
5220;652;пак;(пак).ост.ьн.ик.ъ;пакостьникъ;2/m;;
5224;654;пал;(пал).и.т.и;палити;1;;829
5225;653;пал;(пал).иц.а;палица;2/f;;
5227;550;мя;па.(мя).т.ьЁ.е;памятиЕ;2/n;;686
5228;550;мя;па.(мя).т.ив.ъ;памятивъ;2/a;;686
5229;550;мя;па.(мя).т.ь;память;1/f;;686
5230;655;пан;(пан).иц.а;паница;2/f;;
5231;655;пан;(пан).ич.иц.а;паничица;2/f;;
5232;656;пап;(пап).а;папа;2/f;;
5233;656;пап;(пап).еж.ь;папежь;2/m;;
5234;657;папрьт;((папрьт)).ъ;папрьтъ;2/m;;
5235;658;пар;(пар).и.т.и;парити;1;;760
5236;659;пас;(пас).т.в.а;паства;2/f;;
5237;659;пас;(пас).т.в.ин.а;паствина;2/f;;
5238;659;пас;(пас).т.в.ин.ьн.ъ;паствиньнъ;2/a;;
5239;649;пад;(пад).т.и;пасти1;4c;;
5240;659;пас;(пас).т.и;пасти2;4c;;
5243;659;пас;(пас).т.ух.ов.ъ;пастуховъ;2/a;;
5244;659;пас;(пас).т.ух.ъ;пастухъ;2/m;;
5245;659;пас;(пас).т.ыР.ь;пастыРь;2/m;;
5247;661;пелен;((пелен)).а;пелена;2/f;;
5248;654;пепел;((пепел)).ъ;пепелъ//;2/m;;829
5249;658;пер;(пер).ьн.ат.ъ;перьнатъ;2/a;;760
5250;660;печ;(печ).эл.и.т.и;печалити;1;;665
5251;660;печ;(печ).эл.ов.а.т.и;печаловати;6;;665
5252;660;печ;(печ).эл.ь;печаль;1/f;;665
5253;660;печ;(печ).эл.ьн.ъ;печальнъ;2/a;;665
5254;662;печат;((печат)).ь;печать;1/m;;
5255;662;печат;((печат)).ьл.э.т.и;печатьлэти;7;;
5256;660;пек;(пек).т.ер.а;пещера;2/f;;665
5257;660;пек;(пек).т.ер.ьн.ъ;пещерьнъ;2/a;;665
5258;660;пек;(пек).т.и;пещи;4c@;;665
5259;660;пек;(пек).т.ь;пещь;1/f;;665
5260;660;пек;(пек).т.ьн.иц.а;пещьница;2/f;;665
5261;660;пек;(пек).т.ьн.ъ;пещьнъ;2/a;;665
5262;651;пьЁ;(пьЁ).эн.иц.а;пиАница;2/f;;737
5263;651;пьЁ;(пьЁ).эн.ъ;пиАнъ;2/a;;737
5264;651;пьЁ;(пьЁ).эн.ьств.ьЁ.е;пиАньствиЕ;2/n;;737
5265;651;пьЁ;(пьЁ).эн.ьств.о;пиАньство;2/n;;737
5266;651;пи;(пи).в.о;пиво;2/n;;737
5267;651;пи;(пи).в.ьц.а;пивьца;2/f;;737
5268;663;пил;(пил).а;пила;2/f;;
5269;651;пи;(пи).р.ъ;пиръ;2/m;;737
5270;666;пис;(пис).а.н.ьЁ.е;писаниЕ;2/n;;659
5272;667;писк;(писк).а.т.и;пискати;3;;
5273;666;пис;(пис).м.ен.ьн.ъ;писменьнъ;2/a;;659
5275;666;пис;(пис).м.я;писмя;0/n;;659
5276;668;пит;(пит).а.т.и;питати;7;;
5277;651;пи;(пи).т.и;пити;4h*);;737
5278;651;пи;(пи).т.ьЁ.е;питиЕ;2/n;;737
5279;651;пи;(пи).т.ьЁ.ь;питии;2/a;;737
5281;668;пит;(пит).э.н.ьЁ.е;питэниЕ;2/n;;
5282;668;пит;(пит).э.т.и;питэти;7;;
5284;668;пищ;(пищ).а;пища;2/f;;
5285;668;пищ;(пищ).ьн.ъ;пищьнъ;2/a;;
5287;748;пйт;(пйт).ь;пйть;1/m;;
5288;748;пйт;(пйт).ьн.ик.ъ;пйтьникъ;2/m;;
5289;748;пйт;(пйт).ьн.ъ;пйтьнъ;2/a;;
5293;749;пйч;(пйч).ин.а;пйчина;2/f;;
5294;670;плав;(плав).а.т.и;плавати;7;;715
5295;669;плав;(плав).ъ;плавъ;2/a;;
5301;671;плак;(плак).а.т.и;плакати;3;;
5302;654;пла;(пла).м.ен.ь;пламень;1/m;;829
5303;654;пла;(пла).м.ен.ьн.ъ;пламеньнъ;2/a;;829
5305;654;пла;(пла).м.эн.ъ;пламэнъ;2/a;;829
5306;672;плат;(плат).ъ;платъ;2/m;;
5307;671;плач;(плач).ев.ьн.ъ;плачевьнъ;2/a;;
5308;671;плач;(плач).ь;плачь;2/m;;
5309;672;плащ;(плащ).эн.иц.а;плащаница;2/f;;
5310;672;плащ;(плащ).эн.ич.ьн.ъ;плащаничьнъ;2/a;;
5311;672;плащ;(плащ).ь;плащь;2/m;;
5312;673;плед;(плед).м.ен.ьн.ъ;племеньнъ;2/a;;661
5313;673;плед;(плед).м.я;племя;0/n;;661
5314;676;плет;(плет).н.иц.а;пленица;2/f;;661, 672
5315;674;плеск;(плеск).а.т.и;плескати;3;;
5316;675;плесн;(плесн).о;плесно;2/n;;
5317;675;плесн;(плесн).ьц.е;плесньце;2/n;;
5318;676;плет;(плет).т.и;плести;4c;;661, 672
5319;677;плещ;(плещ).е;плеще;2/n;;
5320;678;плищ;(плищ).ев.а.т.и;плищевати;6;;
5321;678;плищ;(плищ).ь;плищь;2/m;;
5322;673;плод;(плод).и.т.и;плодити;1;;661
5323;673;плод;(плод).ов.ит.ъ;плодовитъ;2/a;;661
5328;673;плод;(плод).ъ;плодъ;2/m;;661
5331;673;плод;(плод).ьн.ъ;плодьнъ;2/a;;661
5332;679;плоск;(плоск).ъ;плоскъ;2/a;;
5333;676;плот;(плот).ъ;плотъ;2/m;;661, 672
5334;670;плу;(плу).т.и;плути;4h);;715
5335;680;плущ;(плущ).а;плуща;2/n;;
5336;681;плък;(плък).ъ;плъкъ;2/m;;
5337;670;плъ;(плъ).н.ьЁ.е;плъниЕ;2/n;;715
5342;682;плът;(плът).ь;плъть;1/f;;
5343;682;плът;(плът).ьн.ъ;плътьнъ;2/a;;
5344;682;плът;(плът).ьск.ъ;плътьскъ;2/a;;
5345;682;плът;(плът).эн.ъ;плътэнъ;2/a;;
5346;681;плъч;(плъч).и.т.и;плъчити;1;;
5347;683;пльз;(пльз).а.т.и;пльзати;3*;;778
5349;683;пльз;(пльз).ък.ъ;пльзъкъ;2/a;;778
5350;683;пльз;(пльз).э.т.и;пльзэти;2;;778
5351;684;пльн;(пльн).ъ;пльнъ;2/a;;
5352;686;плэН;(плэН).а.т.и;плэНАти;7;;
5353;686;плэН;(плэН).ен.ьЁ.е;плэНЕниЕ;2/n;;
5354;685;плэ;(плэ).в.а;плэва;2/f;;
5355;685;плэ;(плэ).в.ел.ъ;плэвелъ;2/m;;
5356;685;плэ;(плэ).в.ьн.иц.а;плэвьница;2/f;;
5357;685;плэ;(плэ).в.ьн.ъ;плэвьнъ;2/a;;
5358;686;плэн;(плэн).и.т.и;плэнити;1;;
5359;686;плэн;(плэн).ъ;плэнъ;2/m;;
5360;686;плэн;(плэн).ьн.ик.ъ;плэньникъ;2/m;;
5361;686;плэн;(плэн).ьн.иц.а;плэньница;2/f;;
5362;685;плэ;(плэ).т.и;плэти;0;;
5363;687;пляс;(пляс).а.н.ьЁ.е;плясаниЕ;2/n;;
