new_id;root_bogdan;root_form;mpnl;norm;par_index;extent;Reference
39;933;сяг;до.(сяг).н.й.т.и;досягнйти;5;;
47;992;тък;съ.(тък).а.т.и;сътъкати;3°;;660
51;724;пряг;съ.(пряг).т.и;съпрящи;4c;;698
57;1;ЁавЛ;(ЁавЛ).а.т.и;АвЛАти//;7;;655
58;1;ЁавЛ;(ЁавЛ).ен.ьЁ.е;АвЛЕниЕ//;2/n;;655
59;1;Ёав;(Ёав).и.т.и;Авити//;1;;655
63;1113;эд;(ёэд).ен.ьЁ.е;АдениЕ;2/n;;839
64;1113;эд;(ёэд).ов.ит.ъ;Адовитъ;2/a;;839
65;1115;эдр;(ёэдр).а;Адра;2/n;;655
66;1115;эдр;(ёэдр).о;Адро;2/n;;655
67;1113;эд;(ёэд).ъ;Адъ;2/m;;839
68;1113;эд;(ёэд).ь;Адь;1/f;;839
69;1113;эд;(ёэд).ьц.а;Адьца;2/f;;839
70;344;ЁазвЛ;(ЁазвЛ).а.т.и;АзвЛАти;7;;
71;344;Ёазв;(Ёазв).а;Азва;2/f;;
72;344;Ёазв;(Ёазв).ин.а;Азвина;2/f;;
73;344;Ёазв;(Ёазв).и.т.и;Азвити;1;;
74;344;Ёазв;(Ёазв).ьн.ъ;Азвьнъ;2/a;;
78;343;Ё;(Ё).ак.ъ;Акъ;2/p;;790
82;345;Ёам;(Ёам).а;Ама;2/f;;
84;345;Ёам;(Ёам).ьн.ъ;Амьнъ;2/a;;
85;346;Ёар;(Ёар).и.т.и;Арити;1;;
86;346;Ёар;(Ёар).ост.ь;Арость;1/f;;
88;346;Ёар;(Ёар).ъ;Аръ;2/a;;
89;347;Ёар;(Ёар).ьм.ъ;Арьмъ;2/m;;
90;347;Ёар;(Ёар).ьм.ьн.ик.ъ;Арьмьникъ;2/m;;
91;347;Ёар;(Ёар).ьм.ьн.ич.ь;Арьмьничь;2/a;;
92;1113;эд;(ёэд).т.л.и;Асли;1/f;;839
93;349;Ёасн;(Ёасн).ъ;Аснъ;2/a;;
94;1113;эд;(ёэд).т.и;Асти;0;;839
95;1114;э;(ёэ).т.и;Ати;0;;840
96;1113;э;(ёэ).т.о;Ато;2/n;;839
98;;;;Ахати;;см. Ати;
104;350;Ёед;(Ёед).иН.ен.ьЁ.е;ЕдиНЕниЕ;2/n;;791
105;350;Ёед;(Ёед).ин.ак.ъ;Единакъ//;2/p;;791
107;350;Ёед;(Ёед).ин.ач.ьн.ъ;Единачьнъ;2/a;;791
110;350;Ёед;(Ёед).ин.ъ;Единъ//;2/p;;791
121;350;Ёед;(Ёед).ин.ьств.о;Единьство;2/n;;791
123;350;Ёед;(Ёед).ьн.ак.ъ;Едьнакъ//;2/p;;791
127;350;Ёед;(Ёед).ьн.ъ;Едьнъ//;2/p;;791
145;351;Ёезер;((Ёезер)).о;Езеро;2/n;;
146;352;Ёел;(Ёел).еН.ь;ЕлеНь;2/a;;
147;352;Ёел;(Ёел).ен.ь;Елень;1/m;;
151;343;Ёел;((Ёел)).ик.ъ;Еликъ;2/p;;790
161;276;ес;;Есмь;0;см. п. 539;824
162;276;ес;(ёес).т.ьств.ьЁ.е;ЕстьствиЕ;2/n;;824
163;276;ес;(ёес).т.ьств.о;Естьство;2/n;;824
164;276;ес;(ёес).т.ьств.ьн.ъ;Естьствьнъ;2/a;;824
165;343;Ёетер;((Ёетер)).ъ;Етеръ;2/a;;790
168;305;Звэзд;(Звэзд).а;Звэзда;2/f;;62
172;306;Зэл;(Зэл).о;Зэло;2/a;;
175;373;кес;(кес).аР.ев.ъ;кесаРЕвъ;2/a;;
176;373;кес;(кес).аР.ь;кесаРь;2/m*;;
178;530;ЛубЛ;(ЛубЛ).ен.ьЁ.е;ЛюбЛЕниЕ;2/n;;
179;530;ЛубЛ;(ЛубЛ).ен.ик.ъ;ЛюбЛЕникъ;2/m;;
180;530;Луб;(Луб).ив.ъ;Любивъ;2/a;;
181;530;Луб;(Луб).и.т.и;Любити;1;;
213;530;Луб;(Луб).ъ;Любъ;2/a;;
214;530;Луб;(Луб).ъв.ьн.ъ;Любъвьнъ;2/a;;
215;530;Луб;(Луб).ы;Любы;0/f;;
216;530;Луб;(Луб).ьзн.ъ;Любьзнъ;2/a;;
217;530;Луб;(Луб).ьн.ъ;Любьнъ;2/a;;
218;531;Луд;(Луд).ьЁ.е;ЛюдиЕ;1/m;;
221;531;Луд;(Луд).ьск.ъ;Людьскъ;2/a;;
222;532;Лут;(Лут).о;Люто;2/n;;
225;532;Лут;(Лут).ост.ь;Лютость;1/f;;
226;532;Лут;(Лут).ъ;Лютъ;2/a;;
227;532;Лут;(Лут).ьц.ь;Лютьць;2/m;;
228;622;Нив;(Нив).а;Нива;2/f;;
229;622;Нив;(Нив).ьн.ъ;Нивьнъ;2/a;;
233;356;ЁяЗ;(ЁяЗ).а;ЯЗа;2/f;;
236;355;Ёядр;(Ёядр).ъ;Ядръ;2/a;;
238;357;Ёязык;((Ёязык)).ъ;Языкъ;2/m;;
239;357;Ёязыч;((Ёязыч)).ьн.ик.ъ;Язычьникъ;2/m;;
240;357;Ёязыч;((Ёязыч)).ьн.ъ;Язычьнъ;2/a;;
241;357;Ёязыч;((Ёязыч)).ьск.ъ;Язычьскъ;2/a;;
242;334;я;(ёя).т.и;Яти;4h;;655, 691
243;334;я;(ёя).т.ьЁ.е;ЯтиЕ;2/n;;655, 691
244;358;Ёяч;(Ёяч).ьн.ъ;Ячьнъ;2/a;;
245;358;Ёяч;(Ёяч).ьн.эн.ъ;Ячьнэнъ;2/a;;
252;1;авЛ;(авЛ).а.т.и;авЛАти//;7;;655
253;1;авЛ;(авЛ).ен.ьЁ.е;авЛЕниЕ//;2/n;;655
254;1;ав;(ав).и.т.и;авити//;1;;655
255;2;авор;((авор)).ов.ъ;аворовъ;2/a;;
257;3;агн;(агн).ьц.ь;агньць;2/m;;655
258;3;агн;(агн).я;агня;0/n;;655
259;4;агод;((агод)).а;агода;2/f;;
260;7;аз;(аз).ъ;азъ;0/s;;786
261;8;аЁ;(аЁ).ьц.е;аице;2/n;;
269;9;алък;(алък).а.т.и;алъкати;3;;807
270;9;алъч;(алъч).ьб.а;алъчьба;2/f;;807
271;9;алъч;(алъч).ьб.ьн.ъ;алъчьбьнъ;2/a;;807
278;13;ащер;((ащер)).ъ;ащеръ;2/m;;
279;36;бЛьв;(бЛьв).а.т.и;бЛьвати;3h%*;;702
280;36;бЛьв;(бЛьв).от.ин.а;бЛьвотина;2/f;;702
283;35;бЛуд;(бЛуд).ъ;бЛюдъ;2/m;;
284;34;бЛуд;(бЛуд).т.и;бЛюсти;4c;;704
285;19;баН;(баН).а;баНА;2/f;;
287;15;баб;(баб).а;баба;2/f;;
288;17;багър;((багър)).и.т.и;багърити;1;;
289;17;багър;((багър)).ъ;багъръ;2/m;;
290;17;багър;((багър)).эн.иц.а;багърэница;2/f;;
291;14;ба;(ба).л.ьЁ.и;балии;2/f*;;
292;14;ба;(ба).л.ов.а.н.ьЁ.е;балованиЕ;2/n;;
293;14;ба;(ба).л.ьств.о;бальство;2/n;;
294;21;бедр;(бедр).а;бедра;2/f;;
295;20;бедр;(бедр).ьн.ъ;бедрьнъ;2/a;;
297;408;коН;без.за.(коН).ен.ьЁ.е;безакоНЕниЕ;2/n;;
298;408;кон;без.за.(кон).ьЁ.е;безакониЕ;2/n;;
300;408;кон;без.за.(кон).ьн.ьЁ.е;безаконьниЕ;2/n;;
301;408;кон;без.за.(кон).ьн.ик.ъ;безаконьникъ;2/m;;
302;408;кон;без.за.(кон).ьн.ов.а.т.и;безаконьновати;6;;
303;408;кон;без.за.(кон).ьн.ъ;безаконьнъ;2/a;;
304;38;боЁ;без.(боЁ).э.зн.ьЁ.е;безбоАзниЕ;2/n;;
305;37;бож;без.(бож).ьн.ъ;безбожьнъ;2/a;;
306;37;бож;без.(бож).ьств.о;безбожьство;2/n;;
307;48;браш;без.(браш).ьн.ъ;безбрашьнъ;2/a;;
308;70;бэд;без.(бэд).ьн.ъ;безбэдьнъ;2/a;;
309;94;вещ;без.(вещ).ьн.ъ;безвещьнъ;2/a;;
310;96;ви;без.(ви).н.ьн.ъ;безвиньнъ;2/a;;732
311;109;вод;без.(вод).ьн.ъ;безводьнъ;2/a;;
312;117;врэт;без.(врэт).м.ен.ьн.ъ;безврэменьнъ;2/a;;62, 746
313;140;вэд;без.(вэд).ьн.ъ;безвэдьнъ;2/a;;
314;146;вэр;без.(вэр).ьЁ.е;безвэриЕ;2/n;;
315;140;вэд;без.(вэд).т.ьн.ъ;безвэстьнъ;2/a;;
316;172;гнэв;без.(гнэв).ьн.ъ;безгнэвьнъ;2/a;;
317;151;год;без.(год).ьЁ.е;безгодиЕ;2/n;;657
319;192;град;без.(град).ьн.ик.ъ;безградьникъ;2/m;;
320;154;грэ;без.(грэ).ш.ьн.ъ;безгрэшьнъ;2/a;;749
321;216;да;без.(да).р.ьств.ьн.ъ;бездарьствьнъ;2/a;;820
323;784;ръп;без.(ръп).ът.ьн.ъ;бездръпътьнъ;2/a;;
324;253;дрэв;без.(дрэв).ьн.ъ;бездрэвьнъ;2/a;;
325;261;душ;без.(душ).ьн.ъ;бездушьнъ;2/a;;706
326;263;дъЖ;без.(дъЖ).ьЁ.е;бездъЖиЕ;2/n;;
327;264;дън;без.(дън).а;бездъна;2/f;;
328;264;дън;без.(дън).ьЁ.е;бездъниЕ;2/n;;
329;264;дън;без.(дън).ъ;бездънъ;2/a;;
330;333;им;без.(им).ен.ьн.ъ;безименьнъ;2/a;;655
331;549;мил;без.(мил).ост.ив.ъ;безмилостивъ;2/a;;
332;601;мйж;без.(мйж).ьн.ъ;безмйжьнъ;2/a;;
333;555;млъв;без.(млъв).ьЁ.е;безмлъвиЕ;2/n;;
334;555;млъв;без.(млъв).ьн.ъ;безмлъвьнъ;2/a;;
335;555;млъв;без.(млъв).ьств.ьЁ.е;безмлъвьствиЕ;2/n;;
336;581;мьзд;без.(мьзд).ьн.ик.ъ;безмьздьникъ;2/m;;
337;590;мэр;без.(мэр).ьн.ъ;безмэрьнъ;2/a;;
338;225;деЖ;без.на.(деЖ).ьн.ъ;безнадеЖьнъ;2/a;;822
339;1074;чя;без.на.(чя).л.ьн.ъ;безначяльнъ;2/a;;688
340;634;ок;без.(ок).ов.а.т.и;безоковати;6;;
341;634;оч;без.(оч).ьств.о;безочьство;2/n;;
342;1015;умЛ;без.(умЛ).ь;безумЛь;2/a;;
343;1015;ум;без.(ум).ьЁ.е;безумиЕ;2/n;;
345;1015;ум;без.(ум).ьн.ик.ъ;безумьникъ;2/m;;
346;1015;ум;без.(ум).ьн.ъ;безумьнъ;2/a;;
347;324;зъл;без.(зъл).об.ьЁ.е;безълобиЕ;2/n;;
348;324;зъл;без.(зъл).об.ив.ъ;безълобивъ;2/a;;
349;324;зъл;без.(зъл).об.ьн.ъ;безълобьнъ;2/a;;
350;763;рат;без.(рат).ьЁ.ь;бездратии;2/a;;830
351;1090;чу;безъ.(чу).в.ьств.ьн.ъ;безъчувьствьнъ;2/a;;
353;810;свэт;без.(свэт).ьн.ъ;бесвэтьнъ;2/a;;674
355;827;скврь;без.(скврь).н.ьн.ъ;бескврьньнъ;2/a;;62
356;408;кон;без.(кон).ьч.ьн.ъ;бесконьчьнъ;2/a;;
357;836;скръб;без.(скръб).ьн.ъ;бескръбьнъ;2/a;;
358;844;слов;без.(слов).ес.ьн.ъ;бесловесьнъ;2/a;;720
359;844;слов;без.(слов).ьн.ъ;бесловьнъ;2/a;;720
360;852;слън;без.(слън).ьн.ъ;беслъньнъ;2/a;;
361;660;печ;без.(печ).эл.ьн.ъ;беспечальнъ;2/a;;665
362;748;пйт;без.(пйт).ьн.ъ;беспйтьнъ;2/a;;
363;671;плач;без.(плач).ьн.ъ;бесплачьнъ;2/a;;
364;673;плод;без.(плод).ьн.ъ;бесплодьнъ;2/a;;661
365;682;плът;без.(плът).ьн.ъ;бесплътьнъ;2/a;;
366;698;посаг;без.((посаг)).аЁ.а;беспосагаА;2/f;;
367;703;прав;без.(прав).ьд.ьЁ.е;бесправьдиЕ;2/n;;
368;703;прав;без.(прав).ьд.ьн.ъ;бесправьдьнъ;2/a;;
369;375;клад;без.при.(клад).ьн.ъ;бесприкладьнъ;2/a;;
372;874;срам;без.(срам).ьЁ.е;бесрамиЕ;2/n;;62
373;874;срам;без.(срам).ък.ъ;бесрамъкъ;2/m;;62
374;874;срам;без.(срам).ьн.ъ;бесрамьнъ;2/a;;62
375;1006;тйж;без.(тйж).ьн.ъ;бестйжьнъ;2/a;;701
376;890;страд;без.(страд).т.ьЁ.е;бестрастиЕ;2/n;;
377;890;страд;без.(страд).т.ьн.ъ;бестрастьнъ;2/a;;
379;905;студ;без.(студ).ьЁ.е;бестудиЕ;2/n;;725
380;905;студ;без.(студ).ьн.ик.ъ;бестудьникъ;2/m;;725
381;905;студ;без.(студ).ьн.ъ;бестудьнъ;2/a;;725
382;905;студ;без.(студ).ьц.ь;бестудьць;2/m;;725
383;999;тьл;без.(тьл).э.н.ьЁ.е;бестьлэниЕ;2/n;;
384;999;тьл;без.(тьл).э.н.ъ;бестьлэнъ;2/a;;
385;999;тьл;без.(тьл).э.н.ьн.ъ;бестьлэньнъ;2/a;;
386;1024;хвал;без.(хвал).ьн.ъ;бесхвальнъ;2/a;;
387;1040;храм;без.(храм).ьн.ик.ъ;бесхрамьникъ;2/m;;
389;539;мрь;без.съ.(мрь).т.ьЁ.е;бесъмрьтиЕ;2/n;;756, 835
390;539;мрь;без.съ.(мрь).т.ьн.ъ;бесъмрьтьнъ;2/a;;756, 835
391;539;мрь;без.съ.(мрь).т.ьств.о;бесъмрьтьство;2/n;;756, 835
392;918;съп;без.(съп).н.ьЁ.е;бесъниЕ;2/n;;660
393;22;бесэд;((бесэд)).а;бесэда;2/f;;
394;22;бесэд;((бесэд)).ов.а.н.ьЁ.е;бесэдованиЕ;2/n;;
395;22;бесэд;((бесэд)).ов.а.т.и;бесэдовати;6;;
397;1055;цэн;без.(цэн).ьн.ъ;бецэньнъ;2/a;;
403;1076;чит;без.(чит).т.л.ьн.ъ;бечисльнъ;2/a;;659
405;1076;чит;без.(чит).т.м.ен.ьн.ъ;бечисменьнъ;2/a;;659
407;1076;чьт;без.(чьт).ств.ов.а.т.и;бечьствовати;6;;659
410;1076;чьт;без.(чьт).т.ьЁ.е;бечьстиЕ;2/n;;659
413;1076;чьт;без.(чьт).т.ьн.ъ;бечьстьнъ;2/a;;659
420;23;бьЁ;(бьЁ).ен.ьЁ.е;биЕниЕ;2/n;;679, 730
422;25;бисьр;((бисьр)).ъ;бисьръ;2/m;;
423;23;би;(би).т.и;бити;4h*);;679, 730
425;26;бич;(бич).ь;бичь;2/m;;730
428;27;благ;(благ).о;благо;2/n;;
557;27;благ;(благ).ост.ыН.и;благостыНи;2/f*;;
558;27;благ;(благ).ост.ь;благость;1/f;;
559;27;благ;(благ).ост.ьн.ъ;благостьнъ;2/a;;
574;27;благ;(благ).ъ;благъ;2/a;;
575;27;благ;(благ).ыН.и;благыНи;2/f*;;
576;27;блаж;(блаж).ен.ьЁ.е;блажениЕ;2/n;;
577;27;блаж;(блаж).ен.ик.ъ;блаженикъ;2/m;;
579;27;блаж;(блаж).ен.ьн.ъ;блаженьнъ;2/a;;
580;27;блаж;(блаж).ен.ьств.о;блаженьство;2/n;;
581;27;блаж;(блаж).и.т.и;блажити;1;;
582;27;блаж;(блаж).ьн.ъ;блажьнъ;2/a;;
583;28;блазн;(блазн).а;блазна;2/f;;
584;28;блазн;(блазн).и.т.и;блазнити;1;;
585;28;блазн;(блазн).ъ;блазнъ;2/m;;
586;28;блазн;(блазн).ьн.ич.ь;блазньничь;2/a;;
587;28;блазн;(блазн).ьн.ъ;блазньнъ;2/a;;
588;29;блат;(блат).о;блато;2/n;;
589;30;ближ;(ближ).ик.а;ближика;2/f;;
590;30;ближ;(ближ).ьН.ь;ближьНь;2/a;;
591;30;близ;(близ).н.ьц.ь;близньць;2/m;;
592;30;близ;(близ).н.ьч.ьн.ъ;близньчьнъ;2/a;;
595;31;блиск;(блиск).а.т.и;блискати;7;;659
596;31;блиск;(блиск).ъ;блискъ;2/m;;659
597;31;блист;(блист).а.н.ьЁ.е;блистаниЕ;2/n;;659
599;31;блист;(блист).а.т.и;блистати;7;;659
600;33;блйЖ;(блйЖ).ен.ьЁ.е;блйЖениЕ;2/n;;692
601;33;блйд;(блйд).и.л.ищ.е;блйдилище;2/n;;692
602;33;блйд;(блйд).и.т.и;блйдити;1;;692
604;33;блйд;(блйд).ъ;блйдъ;2/m;;692
605;33;блйд;(блйд).ьн.ик.ъ;блйдьникъ;2/m;;692
606;33;блйд;(блйд).ьн.ич.ьств.о;блйдьничьство;2/n;;692
607;33;блйд;(блйд).ьн.иц.а;блйдьница;2/f;;692
608;33;блйд;(блйд).ьн.ич.ьск.ъ;блйдьничьскъ;2/a;;692
609;33;блйд;(блйд).ьн.ъ;блйдьнъ;2/a;;692
610;31;бльщ;(бльщ).э.н.ьЁ.е;бльщаниЕ;2/n;;659
611;31;бльщ;(бльщ).э.т.и;бльщати;2;;659
612;32;блэд;(блэд).ъ;блэдъ;2/a;;
613;32;блэд;(блэд).э.т.и;блэдэти;7;;
614;33;бляд;(бляд).ь;блядь;1/f;;692
615;33;бляд;(бляд).ьн.ик.ъ;блядьникъ;2/m;;692
616;33;бляд;(бляд).ьн.ъ;блядьнъ;2/a;;692
617;33;бляд;(бляд).т.и;блясти;4c;;692
619;38;боЁ;(боЁ).э.зн.ь;боАзнь;1/f;;
620;38;боЁ;(боЁ).э.т.и;боАти;2;;
621;41;боЛар;((боЛар)).ин.ъ;боЛАринъ;2/m++;;
622;41;боЛар;((боЛар)).ьск.ъ;боЛАрьскъ;2/a;;
623;40;боЛ;(боЛ).ьё.ь;боЛии;2/a**;;
627;37;бог;(бог).ат.и.т.и;богатити;1;;
628;37;бог;(бог).ат.ъ;богатъ;2/a;;
629;37;бог;(бог).ат.ьств.ьЁ.е;богатьствиЕ;2/n;;
630;37;бог;(бог).ат.ьств.о;богатьство;2/n;;
631;37;бог;(бог).ат.э.т.и;богатэти;7;;
718;37;бог;(бог).ъ;богъ;2/m;;
719;37;бог;(бог).ыН.и;богыНи;2/f*;;
720;37;бож;(бож).ьЁ.ь;божии;2/a;;
721;37;бож;(бож).ьск.ъ;божьскъ;2/a;;
722;37;бож;(бож).ьств.о;божьство;2/n;;
723;37;бож;(бож).ьств.ьн.ъ;божьствьнъ;2/a;;
724;39;бол;(бол).ь;боль;1/m;;
725;39;бол;(бол).ьн.ъ;больнъ;2/a;;
726;39;бол;(бол).э.зн.ь;болэзнь;1/f;;
727;39;бол;(бол).э.зн.ьн.ъ;болэзньнъ;2/a;;
728;39;бол;(бол).э.т.и;болэти;2;;
729;42;бор;(бор).ен.ьЁ.е;борениЕ;2/n;;743
732;42;бор;(бор).ьц.ь;борьць;2/m;;743
733;18;бод;(бод).т.и;бости;4c;;657
734;44;брад;(брад).а;брада;2/f;;
735;45;брад;(брад).ы;брады;0/f;;
736;44;брад;(брад).э.т.и;брадэти;7;;
737;46;бразд;(бразд).а;бразда;2/f;;
738;24;бра;(бра).к.ъ;бракъ;2/m;;742
739;42;бра;(бра).н.и.т.и;бранити;1;;743
740;42;бра;(бра).н.ь;брань;1/f;;743
741;42;бра;(бра).н.ьск.ъ;браньскъ;2/a;;743
742;42;бра;(бра).т.и;брати;4h•;;743
750;47;брат;(брат).р.ьЁ.а;братриА;2/f;;
755;47;брат;(брат).р.ъ;братръ;2/m;;
756;47;брат;(брат).р.ьН.ь;братрьНь;2/a;;
757;47;брат;(брат).р.ьств.о;братрьство;2/n;;
760;47;брат;(брат).ъ;братъ;2/m;;
761;47;брат;(брат).ьН.ь;братьНь;2/a;;
762;47;брат;(брат).ьств.о;братьство;2/n;;
763;24;бра;(бра).ч.ьн.ъ;брачьнъ;2/a;;742
764;48;браш;(браш).ьн.о;брашьно;2/n;;
765;48;браш;(браш).ьн.ьц.е;брашьньце;2/n;;
766;49;бри;(бри).д.ък.ъ;бридъкъ;2/a;;
767;49;бри;(бри).т.в.а;бритва;2/f;;
768;54;бръН;(бръН).а;бръНА;2/f;;
769;51;бръв;(бръв).ь;бръвь;1/f;;
770;53;бръзд;(бръзд).а;бръзда;2/f;;
771;52;бръз;(бръз).ъ;бръзъ;2/a;;
772;50;брыс;(брыс).а.л.о;брысало;2/n;;703
773;55;брьв;(брьв).ьн.о;брьвьно;2/n;;
774;56;брьн;(брьн).а;брьна;2/f;;
775;56;брьн;(брьн).ьЁ.е;брьниЕ;2/n;;
776;56;брьн;(брьн).ьн.ъ;брьньнъ;2/a;;
777;57;брьсел;((брьсел)).ьЁ.е;брьселиЕ;2/n;;681
778;59;брэг;(брэг).ъ;брэгъ;2/m;;
779;59;брэж;(брэж).ьн.ъ;брэжьнъ;2/a;;
780;24;брэ;(брэ).м.я;брэмя;0/n;;742
781;58;брэг;(брэг).т.и;брэщи;4c*(;см. п.  502;744
782;61;бряц;(бряц).а.н.ьЁ.е;бряцаниЕ;2/n;;
783;62;бу;(буё).ест.ь;буЕсть;1/f;;
784;65;буР;(буР).а;буРА;2/f;;
785;62;бу;(буё).ь;буи;2/a;;
786;62;бу;(буё).ьств.о;буиство;2/n;;
787;64;бук;(бук).ъв.и;букъви;0/f;;
788;65;бур;(бур).ьн.ъ;бурьнъ;2/a;;
791;63;бъд;(бъд).р.ост.ь;бъдрость;1/f;;704
792;63;бъд;(бъд).р.ъ;бъдръ;2/a;;704
793;63;бъд;(бъд).р.ьл.ив.ъ;бъдрьливъ;2/a;;704
794;63;бъд;(бъд).э.н.ьЁ.е;бъдэниЕ;2/n;;704
795;63;бъд;(бъд).э.т.и;бъдэти;2;;704
800;67;быЛ;(быЛ).а;быЛА;2/f;;
801;16;быв;(быв).а.т.и;бывати;7;;808
802;16;бы;(бы).л.ьЁ.е;былиЕ;2/n;;808
803;68;быстр;(быстр).ъ;быстръ;2/a;;
804;16;бы;(бы).т.и;быти;0;;808
805;16;бы;(бы).т.ьЁ.е;бытиЕ;2/n;;808
806;24;бьр;(бьр).а.т.и;бьрати;3°*;;742
807;66;бъчел;((бъчел)).а;бъчела;2/f;;
808;69;бэг;(бэг).а.т.и;бэгати;7;;
809;70;бэд;(бэд).а;бэда;2/f;;
811;70;бэд;(бэд).и.т.и;бэдити;1;;
812;70;бэд;(бэд).ьн.ъ;бэдьнъ;2/a;;
813;69;бэж;(бэж).э.н.ьЁ.е;бэжаниЕ;2/n;;
814;69;бэж;(бэж).э.т.и;бэжати;2;;
815;71;бэл;(бэл).и.т.и;бэлити;1;;
818;71;бэл;(бэл).ост.ь;бэлость;1/f;;
819;71;бэл;(бэл).ъ;бэлъ;2/a;;
820;72;бэс;(бэс).и.т.и;бэсити;1;;
821;72;бэс;(бэс).ов.а.н.ьЁ.е;бэсованиЕ;2/n;;
822;72;бэс;(бэс).ов.ьск.ъ;бэсовьскъ;2/a;;
823;69;бэг;(бэг).ств.о;бэство;2/n;;
824;72;бэс;(бэс).ъ;бэсъ;2/m;;
825;72;бэс;(бэс).ьн.ов.а.т.и;бэсьновати;6;;
826;72;бэс;(бэс).ьн.ъ;бэсьнъ;2/a;;
827;72;бэш;(бэш).ен.ьЁ.е;бэшениЕ;2/n;;
830;76;ваЁ;(ваЁ).а.н.ьЁ.е;ваАниЕ;2/n;;
831;77;ваЛ;(ваЛ).а.т.и;ваЛАти;7;;62, 771
832;80;ваР;(ваР).а.т.и;ваРАти;7;;
833;73;ваб;(ваб).и.т.и;вабити;1;;
834;74;вад;(вад).и.т.и;вадити;1;;
835;77;вал;(вал).и.т.и;валити;1;;62, 771
839;78;вап;(вап).а;вапа;2/f;;
840;81;вар;(вар).и.т.и;варити2;1;;678, 809
841;80;вар;(вар).и.т.и;варити1;1;;
844;81;вар;(вар).ъ;варъ;2/m;;678, 809
847;82;ваш;((ваш)).ь;вашь;2/p;;787
849;83;ведр;(ведр).о;ведро;2/n;;
863;86;вел;(вел).ьЁ.ь;велии;2/a;;
864;86;вел;(вел).ьЁ.ьств.о;велииство;2/n;;
869;86;вел;(вел).ик.от.а;великота;2/f;;
870;86;вел;(вел).ик.ъ;великъ;2/a;;
871;86;вел;(вел).ич.а.н.ьЁ.е;величаниЕ;2/n;;
872;86;вел;(вел).ич.а.т.и;величати;7;;
873;86;вел;(вел).ич.ьЁ.е;величиЕ;2/n;;
874;86;вел;(вел).ич.и.т.и;величити;1;;
875;86;вел;(вел).ич.ьств.ьЁ.е;величьствиЕ;2/n;;
876;86;вел;(вел).ич.ьств.о;величьство;2/n;;
877;87;вельбйЖ;((вельбйЖ)).ь;вельбйЖь;2/a;;
878;87;вельбйд;((вельбйд)).ъ;вельбйдъ;2/m;;
896;85;вел;(вел).э.н.ьЁ.е;велэниЕ;2/n;;810
897;85;вел;(вел).э.т.и;велэти;2;;810
898;88;вепр;(вепр).ь;вепрь;1/m;;
899;89;вер;(вер).иг.а;верига;2/f;;62, 745
900;89;вер;(вер).эЁ.а;верэА;2/f;;62, 745
901;90;вес;(вес).ел.ьЁ.е;веселиЕ;2/n;;
902;90;вес;(вес).ел.и.т.и;веселити;1;;
903;90;вес;(вес).ел.ъ;веселъ;2/a;;
904;84;вез;(вез).т.л.о;весло;2/n;;661
905;91;весн;(весн).а;весна;2/f;;
906;91;весн;(весн).ьн.ъ;весньнъ;2/a;;
907;75;вед;(вед).т.и;вести1;4c;;661, 666
908;84;вез;(вез).т.и;вести2;4c;;661
911;92;вет;(вет).ъх.ъ;ветъхъ;2/a;;
912;92;вет;(вет).ъш.а.т.и;ветъшати;7;;
913;93;веч;(веч).еР.а;вечеРА;2/f;;665
914;93;веч;(веч).еР.а.н.ьЁ.е;вечеРАниЕ;2/n;;665
915;93;веч;(веч).еР.а.т.и;вечеРАти;7;;665
916;93;веч;(веч).ер.ъ;вечеръ;2/m;;665
917;93;веч;(веч).ер.ьН.ь;вечерьНь;2/a;;665
919;94;вещ;(вещ).ь;вещь;1/f;;
920;94;вещ;(вещ).ьн.ъ;вещьнъ;2/a;;
921;94;вещ;(вещ).ьств.о;вещьство;2/n;;
922;95;вьЁ;(вьЁ).а.л.иц.а;виАлица;2/f;;731
926;98;вид;(вид).ов.а.т.и;видовати;6;;
928;98;вид;(вид).ъ;видъ;2/m;;
929;98;вид;(вид).ьн.ъ;видьнъ;2/a;;
930;98;вид;(вид).ьц.ь;видьць;2/m;;
931;98;вид;(вид).э.н.ьЁ.е;видэниЕ;2/n;;
932;98;вид;(вид).э.т.и;видэти;2@;;
933;96;ви;(ви).н.а;вина;2/f;;732
934;99;вин;(вин).аР.ь;винаРь;2/m*;;
935;99;вин;(вин).о;вино;2/n;;
936;96;ви;(ви).н.ов.ьн.ъ;виновьнъ;2/a;;732
937;100;виноград;((виноград)).ъ;виноградъ;2/m;;
938;100;виноград;((виноград)).ьн.ъ;виноградьнъ;2/a;;
947;96;ви;(ви).н.ьн.ик.ъ;виньникъ;2/m;;732
948;99;вин;(вин).ьн.ъ;виньнъ;2/a;;
949;96;ви;(ви).н.ьн.ъ;виньнъ;2/a;;732
950;101;вис;(вис).э.н.ьЁ.е;висэниЕ;2/n;;663
951;101;вис;(вис).э.т.и;висэти;2;;663
952;102;вит;(вит).а.т.и;витати;7;;
955;103;влаг;(влаг).а;влага;2/f;;62
956;104;влад;(влад).ык.а;владыка;2/f;;62
957;104;влад;(влад).ыч.иц.а;владычица;2/f;;62
958;104;влад;(влад).ыч.ьН.ь;владычьНь;2/a;;62
959;104;влад;(влад).ыч.ьск.ъ;владычьскъ;2/a;;62
960;104;влад;(влад).ыч.ьств.ьЁ.е;владычьствиЕ;2/n;;62
