root_number;root_form;mphl;norm;par_index;class;extent;reference
291;жлад;(жлад).ьб.а;жладьба;2/f;n;;62
291;жлад;(жлад).т.и;жласти;4c;v;;62
293;жрьд;(жрьд).ь;жрьдь;1/f;n;;62
294;жрьн;(жрьн).ъв.ьн.ъ;жрьнъвьнъ;2/a;a;;62
294;жрьн;(жрьн).ы;жрьны;0/f;n;;62
292;жрь;(жрь).т.в.а;жрьтва;2/f;n;;62, 751, 752
292;жрь;(жрь).т.в.ьн.ъ;жрьтвьнъ;2/a;a;;62, 751, 752
292;жрь;(жрь).т.и;жрьти;4hj;v;;62, 751, 752
292;жрь;(жрь).т.ьЁ.е;жрьтиЕ;2/n;n;;62, 751, 752
296;жрэб;(жрэб).ьЁ.ь;жрэбии;2/m;n;;62
297;жрэб;(жрэб).ьц.ь;жрэбьць;2/m;n;;62
297;жрэб;(жрэб).я;жрэбя;0/n;n;;62
299;жупан;((жупан)).ъ;жупанъ;2/m;n;;
300;жупел;((жупел)).ъ;жупелъ;2/m;n;;
298;жуп;(жуп).ищ.е;жупище;2/n;n;;
288;жьд;(жьд).а.т.и;жьдати;3o*;v;;659
301;жьзл;(жьзл).ьЁ.е;жьзлиЕ;2/n;n;;
301;жьзл;(жьзл).ъ;жьзлъ;2/m;n;;
292;жьр;(жьр).ьц.ь;жьрьць;2/m;n;;62, 751, 752
292;жьр;(жьр).ьч.ьск.ъ;жьрьчьскъ;2/a;a;;62, 751, 752
303;жяЖ;(жяЖ).а;жяЖа;2/f;n;;
303;жяд;(жяд).а.н.ьЁ.е;жяданиЕ;2/n;n;;
303;жяд;(жяд).а.т.и;жядати;3;v;;
303;жяд;(жяд).ьн.ъ;жядьнъ;2/a;a;;
303;жяд;(жяд).э.т.и;жядэти;2;v;;
304;жял;(жял).о;жяло;2/n;n;;
302;жя;(жя).т.в.а;жятва;2/f;n;;683, 818
302;жя;(жя).т.в.ьн.ъ;жятвьнъ;2/a;a;;683, 818
302;жя;(жя).т.еЛ.эн.ин.ъ;жятеЛАнинъ;2/m++;n;;683, 818
302;жя;(жя).т.еЛ.ь;жятеЛь;2/m+;n;;683, 818
302;жя;(жя).т.и;жяти;4hj;v;;683, 818
307;заЖ;(заЖ).ь;заЖь;2/m;n;;
309;заР;(заР).а;заРА//;2/f;n;;62, 753
334;я;за.(ёя).т.и;заЯти;4h;v;;655, 691
308;заЁяц;((заЁяц)).ь;заЯць;2/m;n;;
33;блйЖ;за.(блйЖ).ен.ьЁ.е;заблйЖениЕ;2/n;n;;692
33;блйд;за.(блйд).и.т.и;заблйдити;1;v;;692
16;бъв;за.(бъв).ен.ьЁ.е;забъвениЕ;2/n;n;;808
63;бъд;за.(бъд).э.н.ьн.ъ;забъдэньнъ;2/a;a;;704
63;бъд;за.(бъд).э.т.и;забъдэти;2;v;;704
16;быв;за.(быв).а.т.и;забывати;7;v;;808
16;бы;за.(бы).т.и;забыти;0;v;;808
16;бы;за.(бы).т.ьЁ.е;забытиЕ;2/n;n;;808
16;бы;за.(бы).т.ь;забыть;1/f;n;;808
98;вид;за.(вид).а;завида;2/f;n;;
98;вид;за.(вид).ьл.ив.ъ;завидьливъ;2/a;a;;
98;вид;за.(вид).э.т.и;завидэти;2;v;;
98;вид;за.(вид).т.ь;зависть;1/f;n;;
98;вид;за.(вид).т.ьл.ив.ъ;завистьливъ;2/a;a;;
98;вид;за.(вид).т.ьн.ик.ъ;завистьникъ;2/m;n;;
95;ви;за.(ви).т.и;завити;4h*);v;;731
89;вор;за.(вор).а;завора;2/f;n;;62, 745
89;врэ;за.(врэ).т.и;заврэти;4h*(;v;;62, 745
137;вэт;за.(вэт).ъ;завэтъ;2/m;n;;815
137;вэщ;за.(вэщ).а.в.а.т.и;завэщавати;7;v;;815
137;вэщ;за.(вэщ).а.т.и;завэщати;7;v;;815
148;вяз;за.(вяз).а.т.и;завязати;3;v;;655, 817
161;глаЖ;за.(глаЖ).а.т.и;заглаЖати;7;v;;
161;глад;за.(глад).и.т.и;загладити;1;v;;
192;град;за.(град).и.т.и;заградити;1;v;;
192;град;за.(град).ьн.ъ;заградьнъ;2/a;a;;
234;дль;за.(дль).ж.и.т.и;задльжити;1;v;;62, 681, 773
261;душ;за.(душ).и.т.и;задушити;1;v;;706
261;дъх;за.(дъх).н.й.т.и;задъхнйти;5;v;;706
225;дэ;за.(дэё).а.т.и;задэАти;3;v;;822
225;дэ;за.(дэ).т.и;задэти;0;v;;822
279;жег;за.(жег).т.и;зажещи;4c@;v;;668
279;жиЗ;за.(жиЗ).а.т.и;зажиЗати;7;v;;668
309;зир;за.(зир).а.т.и;зазирати;7;v;;62, 753
319;зна;за.(зна).м.ен.а.т.и;зазнаменати;7;v;;
309;зор;за.(зор).ъ;зазоръ;2/m;n;;62, 753
309;зор;за.(зор).ьн.ъ;зазорьнъ;2/a;a;;62, 753
309;зьр;за.(зьр).э.т.и;зазьрэти;2;v;;62, 753
334;ьм;за.(ёьм).а.т.и;заимати;3*;v;;655, 691
334;ьм;за.(ёьм).ъ;заимъ;2/m;n;;655, 691
329;и;за.(и).т.и;заити;0;v;;826
394;кЛуч;за.(кЛуч).и.т.и;закЛючити;1;v;;
364;кал;за.(кал).а.т.и;закалати;7;v;;775
364;кла;за.(кла).т.и;заклати;4hj;v;;775
384;клин;за.(клин).а.н.ьЁ.е;заклинаниЕ;2/n;n;;685
384;клин;за.(клин).а.т.и;заклинати;7;v;;685
384;кля;за.(кля).т.и;закляти;4h;v;;685
364;кол;за.(кол).ен.ьЁ.е;заколениЕ;2/n;n;;775
408;кон;за.(кон).ъ;законъ;2/m;n;;
408;кон;за.(кон).ьн.ик.ъ;законьникъ;2/m;n;;
408;кон;за.(кон).ьн.ъ;законьнъ;2/a;a;;
438;кров;за.(кров).ъ;закровъ;2/m;n;;679, 710
438;крыв;за.(крыв).а.т.и;закрывати;7;v;;679, 710
438;кры;за.(кры).т.и;закрыти;4h*%);v;;679, 710
484;лаз;за.(лаз).ъ;залазъ;2/m;n;;662
482;лог;за.(лог).ъ;залогъ;2/m;n;;827
482;лож;за.(лож).и.т.и;заложити;1;v;;827
536;маз;за.(маз).а.т.и;замазати;3;v;;
541;мат;за.(мат).ор.э.т.и;заматорэти;7;v;;
599;мйд;за.(мйд).и.т.и;замйдити;1;v;;
539;мор;за.(мор).и.т.и;заморити;1;v;;756, 835
578;мысл;за.(мысл).ъ;замыслъ;2/m;n;;
688;пЛьв;за.(пЛьв).а.н.ьЁ.е;запЛьваниЕ;2/n;n;;716
688;пЛьв;за.(пЛьв).а.т.и;запЛьвати;3h%*;v;;716
649;пад;за.(пад).ъ;западъ;2/m;n;;
649;пад;за.(пад).ьн.ъ;западьнъ;2/a;a;;
649;пад;за.(пад).ьск.ъ;западьскъ;2/a;a;;
654;пал;за.(пал).и.т.и;запалити;1;v;;829
662;печат;за.((печат)).ьл.э.т.и;запечатьлэти;7;v;;
664;пин;за.(пин).а.т.и;запинати;7;v;;687
140;вэд;за.по.(вэд).а.н.ьЁ.е;заповэданиЕ;2/n;n;;
140;вэд;за.по.(вэд).а.т.и;заповэдати;7;v;;
140;вэд;за.по.(вэд).ь;заповэдь;1/f;n;;
140;вэд;за.по.(вэд).э.т.и;заповэдэти;0;v;;
723;прэт;за.(прэт).и.т.и;запрэтити;1;v;;
723;прэщ;за.(прэщ).а.т.и;запрэщати;7;v;;
723;прэщ;за.(прэщ).ен.ьЁ.е;запрэщениЕ;2/n;n;;
730;пуст;за.(пуст).э.т.и;запустэти;7;v;;
665;пьр;за.(пьр).а.т.и;запьрати;3o*;v;;761
664;пя;за.(пя).т.и;запяти;4h;v;;687
664;пя;за.(пя).т.ьЁ.е;запятиЕ;2/n;n;;687
754;раз;за.(раз).и.т.и;заразити;1;v;;662
766;рек;за.(рек).т.и;зарещи;4c@;v;;661, 673
766;рок;за.(рок).ъ;зарокъ;2/m;n;;661, 673
831;скоп;за.(скоп).ьЁ.е;заскопиЕ;2/n;n;;
885;стйпЛ;за.(стйпЛ).ен.ьЁ.е;застйпЛЕниЕ;2/n;n;;834
885;стйп;за.(стйп).а.н.ьЁ.е;застйпаниЕ;2/n;n;;834
885;стйп;за.(стйп).а.т.и;застйпати;7;v;;834
885;стйп;за.(стйп).и.т.и;застйпити;1;v;;834
885;стйп;за.(стйп).ъ;застйпъ;2/m;n;;834
885;стйп;за.(стйп).ьн.ик.ъ;застйпьникъ;2/m;n;;834
879;сто;за.(стоё).э.т.и;застоАти;2;v;;657
140;вэд;за.съ.(вэд).э.т.еЛ.ьств.ов.а.т.и;засъвэдэтеЛьствовати;6;v;;
798;сэд;за.(сэд).ьн.ик.ъ;засэдьникъ;2/m;n;;832
89;тваР;за.((тваР)).а.т.и;затваРАти;7;v;;62, 745
89;твоР;за.((твоР)).ен.ьЁ.е;затвоРЕниЕ;2/n;n;;62, 745
89;твор;за.((твор)).и.т.и;затворити;1;v;;62, 745
89;твор;за.((твор)).ъ;затворъ;2/m;n;;62, 745
992;тък;за.(тък).н.й.т.и;затъкнйти;5;v;;660
992;тык;за.(тык).а.т.и;затыкати;7;v;;660
1019;утр;за.(утр).ьН.ь;заутрьНь;2/a;a;;655
1020;уш;за.(уш).а.н.ьЁ.е;заушаниЕ;2/n;n;;
1020;уш;за.(уш).ен.ьЁ.е;заушениЕ;2/n;n;;
1020;уш;за.(уш).и.т.и;заушити;1;v;;
1021;ход;за.(ход).и.т.и;заходити;1;v;;657
1021;ход;за.(ход).ъ;заходъ;2/m;n;;657
1053;цэд;за.(цэд).и.т.и;зацэдити;1;v;;
1074;чин;за.(чин).а.т.и;зачинати;7;v;;688
1074;чя;за.(чя).л.о;зачяло;2/n;n;;688
1074;чя;за.(чя).т.и;зачяти;4h;v;;688
1074;чя;за.(чя).т.ьЁ.е;зачятиЕ;2/n;n;;688
1110;щит;за.(щит).и.т.еЛ.ь;защититеЛь;2/m+;n;;
1110;щит;за.(щит).и.т.и;защитити;1;v;;
1110;щит;за.(щит).ьн.ик.ъ;защитьникъ;2/m;n;;
1110;щищ;за.(щищ).ен.ьЁ.е;защищениЕ;2/n;n;;
310;звон;(звон).ъ;звонъ;2/m;n;;684
311;звэр;(звэр).ин.ъ;звэринъ;2/a;a;;
311;звэр;(звэр).ин.ьн.ъ;звэриньнъ;2/a;a;;
311;звэр;(звэр).ин.ьск.ъ;звэриньскъ;2/a;a;;
311;звэр;(звэр).ь;звэрь;1/m;n;;
311;звэр;(звэр).ьн.ъ;звэрьнъ;2/a;a;;
310;звя;(звя).г.т.и;звящи;4c;v;;684
312;зел;(зел).ен.ъ;зеленъ;2/a;a;;774
312;зел;(зел).ьЁ.е;зелиЕ;2/n;n;;774
313;земЛ;(земЛ).а;земЛА;2/f;n;;
313;земЛ;(земЛ).ьск.ъ;земЛьскъ;2/a;a;;
313;зем;(зем).ьн.ъ;земьнъ;2/a;a;;
313;зем;(зем).ьск.ъ;земьскъ;2/a;a;;
314;зиj;(зиЁ).а.т.и;зиАти;3*;v;;735
315;зиЖ;(зиЖ).и.т.еЛ.ь;зиЖитеЛь;2/m+;n;;659
316;зим;(зим).а;зима;2/f;n;;
316;зим;(зим).ьн.ъ;зимьнъ;2/a;a;;
314;зи;(зи).н.й.т.и;зинйти;5;v;;735
327;зйб;(зйб).ъ;зйбъ;2/m;n;;694
327;зйб;(зйб).ьн.ъ;зйбьнъ;2/a;a;;694
312;зла;(зла).к.ъ;злакъ;2/m;n;;774
312;зла;(зла).т.ик.ъ;златикъ;2/m;n;;774
312;зла;(зла).т.иц.а;златица;2/f;n;;774
312;зла;(зла).т.о;злато;2/n;n;;774
312;зла;(зла).т.ъ;златъ;2/a;a;;774
312;зла;(зла).т.ьн.ъ;златьнъ;2/a;a;;774
317;злъч;(злъч).ь;злъчь;1/f;n;;
318;зм;(зм).ьЁ.а;змиА;2/f;n;;825
318;зм;(зм).ьЁ.ев.ъ;змиЕвъ;2/a;a;;825
318;зм;(зм).ьЁ.ь;змии;2/m;n;;825
318;зм;(зм).ьЁ.ин.ъ;змиинъ;2/a;a;;825
324;зъл;(зъл).ъ;зълъ;2/a;a;;
324;зъл;(зъл).ь;зъль;1/f;n;;
325;зыб;(зыб).а.н.ьЁ.е;зыбаниЕ;2/n;n;;
325;зыб;(зыб).а.т.и;зыбати;3;v;;
315;зьд;(зьд).а.н.ьЁ.е;зьданиЕ;2/n;n;;659
315;зьд;(зьд).а.т.еЛ.ь;зьдатеЛь;2/m+;n;;659
315;зьд;(зьд).а.т.и;зьдати;3*;v;;659
315;зьд;(зьд).ъ;зьдъ;2/m;n;;659
322;зьр;(зьр).э.л.ъ;зьрэлъ;2/a;a;;62, 754
309;зьр;(зьр).э.н.ьЁ.е;зьрэниЕ;2/n;n;;62, 753
309;зьр;(зьр).э.т.и;зьрэти;2;v;;62, 753
326;зэн;(зэн).иц.а;зэница;2/f;n;;
327;зяб;(зяб).т.и;зяти;4c;v;;694
328;зят;(зят).ь;зять;1/m;n;;
279;жег;из.(жег).т.и;иЖещи;4c@;v;;668
286;жи;из.(жи).т.и;иЖити;4h;v;;707
331;иг;(иг).о;иго;2/n;n;;655
332;игр;(игр).а.т.и;играти;7;v;;655
332;игр;(игр).ь;игрь;1/f;n;;655
330;иг;(иг).ъл.ин.ъ;игълинъ;2/a;a;;655
343;Ё;(Ё).ь;*и;2/p;;;790
36;бЛьв;из.(бЛьв).а.т.и;избЛьвати;3h%*;v;;702
16;бавЛ;из.(бавЛ).а.т.и;избавЛАти;7;v;;808
16;бавЛ;из.(бавЛ).ен.ьЁ.е;избавЛЕниЕ;2/n;n;;808
16;бав;из.(бав).и.т.еЛ.ь;избавитеЛь;2/m+;n;;808
16;бав;из.(бав).и.т.и;избавити;1;v;;808
16;бав;из.(бав).ьн.ик.ъ;избавьникъ;2/m;n;;808
18;бад;из.(бад).а.т.и;избадати;7;v;;657
23;би;из.(би).в.а.т.и;избивати;7;v;;679, 730
24;бир;из.(бир).а.т.и;избирати;7;v;;742
23;би;из.(би).т.и;избити;4h*);v;;679, 730
24;бор;из.(бор).ьн.ъ;изборьнъ;2/a;a;;742
18;бод;из.(бод).т.и;избости;4c;v;;657
16;быв;из.(быв).а.т.и;избывати;7;v;;808
16;бы;из.(бы).т.и;избыти;0;v;;808
16;бы;из.(бы).т.ьЁ.е;избытиЕ;2/n;n;;808
16;бы;из.(бы).т.ък.ов.а.т.и;избытъковати;6;v;;808
16;бы;из.(бы).т.ък.ъ;избытъкъ;2/m;n;;808
16;бы;из.(бы).т.ъч.ьств.ов.а.т.и;избытъчьствовати;6;v;;808
24;бьр;из.(бьр).а.н.ьЁ.е;избьраниЕ;2/n;n;;742
24;бьр;из.(бьр).а.т.и;избьрати;3o*;v;;742
69;бэг;из.(бэг).а.т.и;избэгати;7;v;;
69;бэг;из.(бэг).н.й.т.и;избэгнйти;5;v;;
69;бэж;из.(бэж).э.т.и;избэжати;2;v;;
76;ваj;из.(ваЁ).а.т.и;изваАти;3;v;;
77;вал;из.(вал).и.т.и;извалити;1;v;;62, 771
75;вед;из.(вед).т.и;извести1;4c;v;;661, 666
84;вез;из.(вез).т.и;извести2;4c;v;;661
996;тъщ;из.(тъщ).и.т.и;истъщити;1;v;;
999;тьЛ;из.(тьЛ).ен.ьЁ.е;истьЛЕниЕ;2/n;n;;
999;тьл;из.(тьл).и.т.и;истьлити;1;v;;
999;тьл;из.(тьл).э.н.ьЁ.е;истьлэниЕ;2/n;n;;
994;тън;из.(тън).и.т.и;истънити;1;v;;
941;тэк;из.(тэк).а.т.и;истэкати;7;v;;661, 675
1006;тяЗ;из.(тяЗ).а.т.и;истяЗати;7;v;;701
866;су;из.(су).н.й.т.и;исунйти;5;v;;722
914;суш;из.(суш).и.т.и;исушити;1;v;;727
1021;хаЖ;из.(хаЖ).а.т.и;исхаЖати;7;v;;657
1025;хват;из.(хват).и.т.и;исхватити;1;v;;
1021;хоЖ;из.(хоЖ).ен.ьЁ.е;исхоЖениЕ;2/n;n;;657
1021;ход;из.(ход).ат.аЁ.а.т.и;исходатаАти;3;v;;657
1021;ход;из.(ход).ат.аЁ.ь;исходатаи;2/m;n;;657
447;кръм;(кръм).а;кръма2;2/f;n;;
448;кръм;(кръм).а;кръма1;2/f;n;;
448;кръм;(кръм).и.т.и;кръмити1;1;v;;
447;кръм;(кръм).и.т.и;кръмити2;1;v;;
448;кръм;(кръм).ьн.ик.ъ;кръмьникъ;2/m;n;;
448;кръм;(кръм).ьч.ьЁ.и;кръмьчии;2/f+;n;;
450;кръчаг;((кръчаг)).ъ;кръчагъ;2/m;n;;
450;кръчаж;((кръчаж)).ьн.ъ;кръчажьнъ;2/a;a;;
449;кръч;(кръч).ьмЛ.а.в.а.т.и;кръчьмЛАвати;7;v;;
438;кры;(кры).т.и;крыти;4h*%);v;;679, 710
452;крьст;(крьст).ьЁ.эн.ин.ъ;крьстиАнинъ;2/m++;n;;
452;крьст;(крьст).ьЁ.эн.ъ;крьстиАнъ;2/a;a;;
452;крьст;(крьст).ьЁ.эн.ыН.и;крьстиАныНи;2/f+;n;;
452;крьст;(крьст).ьЁ.эн.ьск.ъ;крьстиАньскъ;2/a;a;;
452;крьст;(крьст).ьЁ.эн.ьств.о;крьстиАньство;2/n;n;;
452;крьст;(крьст).и.т.еЛ.ь;крьститеЛь;2/m+;n;;
452;крьст;(крьст).и.т.и;крьстити;1;v;;
452;крьст;(крьст).ъ;крьстъ;2/m;n;;
452;крьст;(крьст).ьн.ъ;крьстьнъ;2/a;a;;
452;крьщ;(крьщ).а.т.и;крьщати;7;v;;
452;крьщ;(крьщ).ен.ьЁ.е;крьщениЕ;2/n;n;;
453;крэп;(крэп).и.т.и;крэпити;1;v;;
453;крэп;(крэп).ост.ь;крэпость;1/f;n;;
453;крэп;(крэп).ъ;крэпъ;2/a;a;;
453;крэп;(крэп).ък.ъ;крэпъкъ;2/a;a;;
455;ку;(куё).а.т.и;куАти;7;v;;
460;куР;(куР).ен.ьЁ.е;куРЕниЕ;2/n;n;;
456;куд;(куд).и.т.и;кудити;1;v;;
457;кумир;((кумир)).ъ;кумиръ;2/m;n;;
457;кумир;((кумир)).ьн.иц.а;кумирьница;2/f;n;;
457;кумир;((кумир)).ьск.ъ;кумирьскъ;2/a;a;;
458;купЛ;(купЛ).а;купЛА;2/f;n;;
95;ви;из.(ви).т.и;извити;4h*);v;;731
105;влач;из.(влач).и.т.и;извлачити;1;v;;62, 772
105;влэк;из.(влэк).т.и;извлэщи;4c*(;v;см. п.  502;62, 772
85;воЛ;из.(воЛ).ен.ьЁ.е;извоЛЕниЕ;2/n;n;;810
75;вод;из.(вод).и.т.и;изводити;1;v;;661, 666
85;вол;из.(вол).и.т.и;изволити;1;v;;810
118;врач;из.(врач).ев.а.т.и;изврачевати;6;v;;62
121;врэг;из.(врэг).т.и;изврэщи;4c*(;v;;62, 747
132;вык;из.(вык).н.й.т.и;извыкнйти;5;v;;814
140;вэд;из.(вэд).э.т.и;извэдэти;0;v;;
140;вэд;из.(вэд).т.и.т.и;извэстити;1;v;;
140;вэд;из.(вэд).т.ов.а.т.и;извэстовати;6;v;;
140;вэд;из.(вэд).т.ь;извэсть;1/f;n;;
140;вэд;из.(вэд).т.ьн.ъ;извэстьнъ;2/a;a;;
137;вэт;из.(вэт).ъ;извэтъ;2/m;n;;815
140;вэд;из.(вэд).щ.а.н.ьЁ.е;извэщаниЕ;2/n;n;;
140;вэд;из.(вэд).щ.а.т.и;извэщати 2;7;v;;
137;вэщ;из.(вэщ).а.т.и;извэщати 1;7;v;;815
140;вэд;из.(вэд).щ.ен.ьЁ.е;извэщениЕ;2/n;n;;
148;вяз;из.(вяз).а.т.и;извязати;3;v;;655, 817
153;гаН;из.(гаН).а.т.и;изгаНАти;7;v;;683, 818
159;гла.гол;из.((гла.гол)).а.т.и;изглаголати;3;v;;819, 835
161;глад;из.(глад).и.т.и;изгладити;1;v;;
171;гни;из.(гни).т.и;изгнити;4h*);v;;733
153;гон;из.(гон).и.т.и;изгонити;1;v;;683, 818
154;гор;из.(гор).э.т.и;изгорэти;2;v;;749
210;губ;из.(губ).и.т.и;изгубити;1;v;;705
153;гън;из.(гън).а.н.ьЁ.е;изгънаниЕ;2/n;n;;683, 818
153;гън;из.(гън).а.т.и;изгънати;0;v;;683, 818
210;гыб;из.(гыб).а.т.и;изгыбати;7;v;;705
216;да;из.(даё).а.т.и;издаАти;3;v;;820
218;дав;(дав).ьн.ъ;давьнъ;2/a;a;;
216;да;из.(да).т.и;издати;0;v;;820
762;раст;из.(раст).и.т.и;издрастити;1;v;;
766;рек;из.(рек).т.и;издрещи;4c@;v;;661, 673
773;ры;из.(ры).т.и;издрыти;4h*%);v;;717
792;рэш;из.(рэш).ен.ьЁ.е;издрэшениЕ;2/n;n;;
793;ряд;из.(ряд).ьн.ъ;издрядьнъ;2/a;a;;
261;дъх;из.(дъх).н.й.т.и;издъхнйти;5;v;;706
261;дых;из.(дых).а.н.ьЁ.е;издыханиЕ;2/n;n;;706
261;дых;из.(дых).а.т.и;издыхати;7;v;;706
220;дьр;из.(дьр).а.т.и;издьрати;3o*;v;;750
225;дэ;из.(дэё).а.т.и;издэАти;3;v;;822
225;дэ;из.(дэ).л.а.т.и;издэлати;7;v;;822
335;иск;из.(иск).а.т.и;изискати;3o;v;;655
329;и;из.(и).т.и;изити;0;v;;826
484;лаз;из.(лаз).и.т.и;излазити;1;v;;662
491;лиЁ;из.(лиЁ).а.т.и;излиАти;3*;v;;736
491;ли;из.(ли).в.а.т.и;изливати;7;v;;736
491;ли;из.(ли).т.и;излити;4h*);v;;736
486;лом;из.(лом).и.т.и;изломити;1;v;;657
519;лэк;из.(лэк).ов.а.н.ьЁ.е;излэкованиЕ;2/n;n;;
484;лэз;из.(лэз).т.и;излэсти;4c;v;;662
545;мет;из.(мет).а.т.и;изметати;3o;v;;661, 669
600;мйдр;из.(мйдр).э.в.а.т.и;измйдрэвати;7;v;;
556;мльк;из.(мльк).н.й.т.и;измлькнйти;5;v;;
539;мор;из.(мор).и.т.и;изморити;1;v;;756, 835
539;мрь.мрэ;из.((мрь.мрэ)).т.и;измрьмрэти;4h*(;v;;756, 835
539;мрэ;из.(мрэ).т.и;измрэти;4h*(;v;;756, 835
572;мъЖ;из.(мъЖ).а.т.и;измъЖати;7;v;;
573;мък;из.(мък).н.й.т.и;измъкнйти;5;v;;
571;мы;из.(мы).т.и;измыти;4h*%);v;;713
589;мэН;из.(мэН).а.т.и;измэНАти;7;v;;
589;мэН;из.(мэН).ен.ьЁ.е;измэНЕниЕ;2/n;n;;
589;мэн;из.(мэн).а;измэна;2/f;n;;
589;мэн;из.(мэн).и.т.и;измэнити;1;v;;
589;мэн;из.(мэн).ов.а.т.и;измэновати;6;v;;
590;мэр;из.(мэр).и.т.и;измэрити;1;v;;
535;маг;из.не.(маг).а.т.и;изнемагати;7;v;;657
535;мог;из.не.(мог).т.и;изнемощи;4c;v;;657
607;нес;из.(нес).т.и;изнести;4c;v;;661, 670
607;нос;из.(нос).и.т.и;износити;1;v;;661, 670
607;нош;из.(нош).ен.ьЁ.е;изношениЕ;2/n;n;;661, 670
616;нуР;из.(нуР).ен.ьЁ.е;изнуРЕниЕ;2/n;n;;714
616;нур;из.(нур).и.т.и;изнурити;1;v;;714
321;зоб;из.(зоб).а.т.и;изобати;3;v;;
97;ви;из.об.(ви).л.ов.а.т.и;изобиловати;6;v;;
97;ви;из.об.(ви).л.ьн.ъ;изобильнъ;2/a;a;;
498;лич;из.об.(лич).а.т.и;изобличати;7;v;;
