id;root_number;root_form;mphl;norm;par_index;class;extent;reference;;
5358;1113;ѣд;сън.(ѣд).т.и;сънѣсти;0;v;;839;;
5357;1113;ѣд;сън.(ѣд).ьн.ъ;сънѣдьнъ;2/a;a;;839;;
5356;1113;ѣд;сън.(ѣд).ь;сънѣдь;1/f;n;;839;;
5355;1113;ѣд;сън.(ѣд).ен.ьj.е;сънѣдениѥ;2/n;n;;839;;
5354;1113;ѣд;сън.(ѣд).а.т.и;сънѣдати;7;v;;839;;
5353;334;ьм;сън.(ьм).ъ;съньмъ;2/m;n;;655; 691;
5352;334;ьм;сън.(ьм).ищ.е;съньмище;2/n;n;;655; 691;
5351;334;ьм;сън.(ьм).а.т.и;съньмати;3*;v;;655; 691;
5350;918;съп;(съп).н.ъ;сънъ;2/m;n;;660;;
5349;1012;уз;сън.(уз).ьн.ъ;сънузьнъ;2/a;a;;655; 817;
5348;12;ор;сън.(ор).и.т.и;сънорити;1;v;;657;;
5343;918;съп;(съп).н.ьj.е;съниѥ;2/n;n;;660;;
5347;329;и;сън.(и).т.ьj.е;сънитиѥ;2/n;n;;826;;
5346;329;и;сън.(и).т.и;сънити;0;v;;826;;
5345;335;иск;сън.(иск).а.т.и;сънискати;3°;v;;655;;
5344;334;им;сън.(им).а.т.и;сънимати;7;v;;655; 691;
5342;607;нес;съ.(нес).т.и;сънести;4c;v;;661; 670;
5341;63;бъд;съ.на.(бъд).ѣ.т.и;сънабъдѣти;2;v;;704;;
5315;597;мѫщ;съ.(мѫщ).ен.ьj.е;съмѫщениѥ;2/n;n;;697;;
5314;597;мѫщ;съ.(мѫщ).а.т.и;съмѫщати;7;v;;697;;
5313;597;мѫщ;съ.(мѫщ).а.н.ьj.е;съмѫщаниѥ;2/n;n;;697;;
5312;597;мѫт;съ.(мѫт).и.т.и;съмѫтити;1;v;;697;;
5340;597;мѧт;съ.(мѧт).ен.ьj.е;съмѧтениѥ;2/n;n;;697;;
5339;597;мѧт;съ.(мѧт).т.и;съмѧсти;4c;v;;697;;
6293;591;мѣш;съ.(мѣш).ьн.ъ;съмѣшьнъ;2/a;a;;;;
5338;591;мѣш;съ.(мѣш).ен.ьj.е;съмѣшениѥ;2/n;n;;;;
5337;591;мѣш;съ.(мѣш).а.т.и;съмѣшати;7;v;;;;
5336;586;мѣ;съ.(мѣ).т.и;съмѣти;4v;v;;653;;
5335;591;мѣс;съ.(мѣс).и.т.и;съмѣсити;1;v;;;;
5330;590;мѣр҄;съ.(мѣр҄).ен.ьj.е;съмѣр҄ѥниѥ;2/n;n;;;;
5329;590;мѣр҄;съ.(мѣр҄).а.т.и;съмѣр҄ꙗти;7;v;;;;
5334;590;мѣр;съ.(мѣр).ьн.ъ;съмѣрьнъ;2/a;a;;;;
5333;590;мѣр;съ.(мѣр).и.т.и;съмѣрити;1;v;;;;
5332;548;мѣж;съ.(мѣж).и.т.и;съмѣжити;1;v;;663;;
5331;548;мѣж;съ.(мѣж).а.т.и;съмѣжати;7;v;;663;;
5328;578;мышл҄;съ.(мышл҄).а.т.и;съмышл҄ꙗти;7;v;;;;
5327;578;мысл;съ.(мысл).ьн.ъ;съмысльнъ;2/a;a;;;;
5326;578;мысл;съ.(мысл).ъ;съмыслъ;2/m;n;;;;
5325;578;мысл;съ.(мысл).и.т.и;съмыслити;1;v;;;;
5324;539;мрь;съ.(мрь).т.ьн.ъ;съмрьтьнъ;2/a;a;;756; 835;
5323;539;мрь;съ.(мрь).т.ь;съмрьть;1/f;n;;756; 835;
5322;566;мръз;съ.(мръз).н.ѫ.т.и;съмръзнѫти;5;v;;681; 757;
5321;566;мръз;съ.(мръз).ен.ьj.е;съмръзениѥ;2/n;n;;681; 757;
5318;542;мотр҄;съ.(мотр҄).ен.ьj.е;съмотр҄ѥниѥ;2/n;n;;657;;
5317;542;мотр҄;съ.(мотр҄).а.т.и;съмотр҄ꙗти;7;v;;657;;
5320;542;мотр;съ.(мотр).ьл.ив.ьн.ъ;съмотрьливьнъ;2/a;a;;657;;
5319;542;мотр;съ.(мотр).и.т.и;съмотрити;1;v;;657;;
5316;553;млѣ;съ.(млѣ).т.и;съмлѣти;4h•;v;;777;;
5309;551;мир҄;съ.(мир҄).ен.ьj.е;съмир҄ѥниѥ;2/n;n;;;;
5308;551;мир҄;съ.(мир҄).а.т.и;съмир҄ꙗти;7;v;;;;
5311;551;мир;съ.(мир).и.т.и;съмирити;1;v;;;;
5310;549;мил;съ.(мил).и.т.и;съмилити;1;v;;;;
5307;545;мет;съ.(мет).т.и;съмести;4c;v;;661; 669;
5306;542;матр҄;съ.(матр҄).а.т.и;съматр҄ꙗти;7;v;;657;;
5293;528;лѫк;съ.(лѫк).ъ;сълѫкъ;2/a;a;;;;
5305;526;лѧк;съ.(лѧк).т.и;сълѧщи;4c;v;;695;;
5304;526;лѧц;съ.(лѧц).а.т.и;сълѧцати;3;v;;695;;
5303;484;лѣз;съ.(лѣз).т.и;сълѣсти;4c;v;;662;;
5302;512;лъг;съ.(лъг).а.т.и;сълъгати;3;v;;660;;
5301;916;съл;(съл).ъ;сълъ;2/m;n;;660;;
5300;509;луч;съ.(луч).и.т.и;сълучити;1;v;;;;
5299;509;луч;съ.(луч).а.т.и;сълучати;7;v;;;;
5298;509;луч;съ.(луч).аj.ь;сълучаи;2/m;n;;;;
5297;486;лом;съ.(лом).и.т.и;съломити;1;v;;657;;
5296;482;лож;съ.(лож).и.т.и;съложити;1;v;;827;;
5295;482;лож;съ.(лож).ен.ьj.е;съложениѥ;2/n;n;;827;;
5294;482;лог;съ.(лог).ъ;сълогъ;2/m;n;;827;;
5290;491;лиj;съ.(лиj).а.т.и;сълиꙗти;3*;v;;736;;
5292;498;лич;съ.(лич).ьн.ъ;съличьнъ;2/a;a;;;;
5291;493;лик;съ.(лик).ъств.ов.а.т.и;съликъствовати;6;v;;;;
5289;482;леж;съ.(леж).ѣ.т.и;сълежати;2;v;;827;;
5288;916;съл;(съл).а.т.и;сълати;3;v;;660;;
5287;486;ламл҄;съ.(ламл҄).а.т.и;съламл҄ꙗти;7;v;;657;;
5286;484;лаз;съ.(лаз).ъ;сълазъ;2/m;n;;662;;
5285;484;лаз;съ.(лаз).и.т.и;сълазити;1;v;;662;;
5284;482;лаг;съ.(лаг).а.т.и;сълагати;7;v;;827;;
5266;478;кѫт;съ.(кѫт).а.т.и;съкѫтати;7;v;;;;
5283;471;кыд;съ.(кыд).а.т.и;съкыдати;7;v;;;;
5281;459;купл҄;съ.(купл҄).ен.ьj.е;съкупл҄ѥниѥ;2/n;n;;;;
5282;459;куп;съ.(куп).и.т.и;съкупити;1;v;;;;
5280;438;кры;съ.(кры).т.и;съкрыти;4h*%);v;;679; 710;
5279;438;крыв;съ.(крыв).а.т.и;съкрывати;7;v;;679; 710;
5278;443;круш;съ.(круш).и.т.и;съкрушити;1;v;;;;
5277;443;круш;съ.(круш).ен.ьj.е;съкрушениѥ;2/n;n;;;;
5276;443;круш;съ.(круш).а.т.и;съкрушати;7;v;;;;
5275;438;кров;съ.(кров).ьн.ъ;съкровьнъ;2/a;a;;679; 710;
5274;438;кров;съ.(кров).ъ;съкровъ;2/m;n;;679; 710;
5273;438;кров;съ.(кров).ищ.е;съкровище;2/n;n;;679; 710;
5272;431;крат;съ.(крат).и.т.и;съкратити;1;v;;;;
5271;408;кон;съ.(кон).ьч.а.т.и;съконьчати;7;v;;;;
5270;408;кон;съ.(кон).ьч.а.н.ьj.е;съконьчаниѥ;2/n;n;;;;
5269;408;кон;съ.(кон).ьч.а.в.а.т.и;съконьчавати;7;v;;;;
5261;394;кл҄уч;съ.(кл҄уч).и.т.и;съкл҄ючити;1;v;;;;
5268;389;клѣщ;съ.(клѣщ).а.т.и;съклѣщати;7;v;;;;
5267;389;клѣст;съ.(клѣст).и.т.и;съклѣстити;1;v;;;;
5265;363;каз;съ.(каз).ов.а.т.и;съказовати;6;v;;;;
5264;363;каз;съ.(каз).а.т.и;съказати;3;v;;;;
5263;363;каз;съ.(каз).а.т.ел҄.ь;съказател҄ь;2/m*;n;;;;
5262;363;каз;съ.(каз).а.н.ьj.е;съказаниѥ;2/n;n;;;;
5260;140;вѣд;съ.из.(вѣд).т.ов.а.т.и;съизвѣстовати;6;v;;;;
5259;322;зьр;съ.(зьр).ѣ.т.и;съзьрѣти;7;v;;62; 754;
5258;315;зьд;съ.(зьд).а.т.и;съзьдати;3*;v;;659;;
5257;315;зьд;съ.(зьд).а.т.ел҄.ь;съзьдател҄ь;2/m*;n;;659;;
5256;315;зьд;съ.(зьд).а.н.ьj.е;съзьданиѥ;2/n;n;;659;;
5255;323;зыв;съ.(зыв).а.т.и;съзывати;7;v;;678; 708;
5254;323;зъв;съ.(зъв).а.т.и;съзъвати;3°*;v;;678; 708;
5253;322;зрь;съ.(зрь).н.о;съзрьно;2/n;n;;62; 754;
5252;322;зор;съ.(зор).и.т.и;съзорити;1;v;;62; 754;
5251;309;зир;съ.(зир).а.т.и;съзирати;7;v;;62; 753;
5250;315;зид;съ.(зид).а.т.и;съзидати;7;v;;659;;
5249;290;жѧ;съ.(жѧ).т.и;съжѧти;4h;v;;690;;
5248;290;жим;съ.(жим).а.т.и;съжимати;7;v;;690;;
5247;279;жиѕ;съ.(жиѕ).а.т.и;съжиѕати;7;v;;668;;
5246;279;жег;съ.(жег).т.и;съжещи;4c@;v;;668;;
5245;279;жеж;съ.(жеж).ен.ьj.е;съжежениѥ;2/n;n;;668;;
5244;281;жѣл;съ.(жѣл).и.т.и;съжалити;1;v;;658;;
5243;279;жѣг;съ.(жѣг).а.т.и;съжагати;7;v;;668;;
5235;225;дѣ;съ.(дѣi̯).а.т.и;съдѣꙗти;3;v;;822;;
5234;225;дѣ;съ.(дѣi̯).а.н.ьj.е;съдѣꙗниѥ;2/n;n;;822;;
5242;225;дѣ;съ.(дѣ).т.ел҄.ьн.ъ;съдѣтел҄ьнъ;2/a;a;;822;;
5241;225;дѣ;съ.(дѣ).т.ел҄.ь;съдѣтел҄ь;2/m*;n;;822;;
5240;225;дѣ;съ.(дѣ).л.а.т.и;съдѣлати;7;v;;822;;
5239;225;дѣ;съ.(дѣi̯).ьств.ьн.ик.ъ;съдѣиствьникъ;2/m;n;;822;;
5238;225;дѣ;съ.(дѣi̯).ьств.ов.а.т.и;съдѣиствовати;6;v;;822;;
5237;225;дѣ;съ.(дѣi̯).ьств.о;съдѣиство;2/n;n;;822;;
5236;225;дѣ;съ.(дѣ).в.а.т.и;съдѣвати;7;v;;822;;
5233;261;дых;съ.(дых).а.н.ьj.е;съдыханиѥ;2/n;n;;706;;
5232;250;дрьж;съ.(дрьж).ѣ.т.и;съдрьжати;2;v;;;;
5231;248;друж;съ.(друж).и.т.и;съдружити;1;v;;;;
5230;246;дроб;съ.(дроб).и.т.и;съдробити;1;v;;;;
5229;241;драв;съ.(драв).ъ;съдравъ;2/a;a;;;;
5228;241;драв;съ.(драв).ьj.е;съдравиѥ;2/n;n;;;;
5227;237;дол;съ.(дол).ѣ.т.и;съдолѣти;7;v;;;;
6305;237;дол;съ.(дол).ѣ.в.а.т.и;съдолѣвати;7;v;;;;
6201;210;гъб;съ.(гъб).н.ѫ.т.и;съгънѫти;5;v;;705;;
5226;154;грѣ;съ.(грѣ).ш.и.т.и;съгрѣшити;1;v;;749;;
5225;154;грѣ;съ.(грѣ).ш.ен.ьj.е;съгрѣшениѥ;2/n;n;;749;;
5224;154;грѣ;съ.(грѣ).ш.а.т.и;съгрѣшати;7;v;;749;;
5223;154;грѣ;съ.(грѣ).т.и;съгрѣти;4v;v;;749;;
5222;205;грѣз;съ.(грѣз).и.т.и;съгрѣзити;1;v;;;;
5221;154;грѣ;съ.(грѣ).в.а.т.и;съгрѣвати;7;v;;749;;
5220;198;гръжд;съ.(гръжд).а.т.и;съгръждати;7;v;;;;
5219;189;готов;съ.((готов)).и.т.и;съготовити;1;v;;;;
5218;189;готов;съ.((готов)).а.т.и;съготовати;7;v;;;;
5217;154;гор;съ.(гор).ѣ.т.и;съгорѣти;2;v;;749;;
5216;153;гон;съ.(гон).и.т.и;съгонити;1;v;;683; 818;
5215;172;гнѣв;съ.(гнѣв).а.т.и;съгнѣвати;7;v;;;;
5214;171;гни;съ.(гни).т.и;съгнити;4h*);v;;733;;
5213;168;глѧд;съ.(глѧд).а.т.и;съглѧдати;7;v;;;;
5212;162;глас;съ.(глас).ьн.ъ;съгласьнъ;2/a;a;;819;;
5211;159;гла.гол;съ.((гла.гол)).а.т.и;съглаголати;3;v;;819; 835;
5210;154;гар;съ.(гар).а.т.и;съгарати;7;v;;749;;
5166;148;вѫз;съ.(вѫз).ъ;съвѫзъ;2/m;n;;655; 817;
5209;148;вѧз;съ.(вѧз).ьн҄.ь;съвѧзьн҄ь;2/a;a;;655; 817;
5208;148;вѧз;съ.(вѧз).ов.а.т.и;съвѧзовати;6;v;;655; 817;
5207;148;вѧз;съ.(вѧз).а.т.и;съвѧзати;3;v;;655; 817;
5206;137;вѣщ;съ.(вѣщ).а.т.и;съвѣщати;7;v;;815;;
5205;137;вѣщ;съ.(вѣщ).а.в.а.т.и;съвѣщавати;7;v;;815;;
5204;137;вѣт;съ.(вѣт).ьн.ик.ъ;съвѣтьникъ;2/m;n;;815;;
5203;137;вѣт;съ.(вѣт).ъ;съвѣтъ;2/m;n;;815;;
5202;137;вѣт;съ.(вѣт).ов.а.т.и;съвѣтовати;6;v;;815;;
5201;140;вѣд;съ.(вѣд).т.ьств.ов.а.т.и;съвѣстьствовати;6;v;;;;
5200;140;вѣд;съ.(вѣд).т.ьн.ъ;съвѣстьнъ;2/a;a;;;;
5199;140;вѣд;съ.(вѣд).т.ь;съвѣсть;1/f;n;;;;
5198;140;вѣд;съ.(вѣд).т.ов.а.т.и;съвѣстовати;6;v;;;;
5197;101;вѣс;съ.(вѣс).и.т.и;съвѣсити;1;v;;663;;
5196;140;вѣд;съ.(вѣд).ѣ.т.и;съвѣдѣти;0;v;;;;
5195;140;вѣд;съ.(вѣд).ѣ.т.ел҄.ьств.ов.а.т.и;съвѣдѣтел҄ьствовати;6;v;;;;
5194;140;вѣд;съ.(вѣд).ѣ.т.ел҄.ьств.о;съвѣдѣтел҄ьство;2/n;n;;;;
5193;140;вѣд;съ.(вѣд).ѣ.т.ел҄.ьств.ьj.е;съвѣдѣтел҄ьствиѥ;2/n;n;;;;
5192;140;вѣд;съ.(вѣд).ѣ.т.ел҄.ь;съвѣдѣтел҄ь;2/m*;n;;;;
5191;140;вѣд;съ.(вѣд).ѣ.н.ьj.е;съвѣдѣниѥ;2/n;n;;;;
5190;140;вѣд;съ.(вѣд).ь;съвѣдь;1/f;n;;;;
5189;81;вьр;съ.(вьр).ѣ.т.и;съвьрѣти;2;v;;678; 809;
5188;133;выш;съ.(выш).ьн҄.ь;съвышьн҄ь;2/a;a;;;;
5187;1048;хыт;съ.въз.(хыт).и.т.и;съвъсхытити;1;v;;;;
5186;879;ста;съ.въз.(ста).в.и.т.и;съвъставити;1;v;;657;;
5185;451;крьс;съ.въз.(крьс).н.ѫ.т.и;съвъскрьснѫти;5;v;;680; 755;
5184;707;праш;съ.въ.(праш).а.т.и;съвъпрашати;7;v;;657;;
5183;681;плъч;съ.въ.(плъч).ен.ьj.е;съвъплъчениѥ;2/n;n;;;;
5181;459;купл҄;съ.въ.(купл҄).ен.ьj.е;съвъкупл҄ѥниѥ;2/n;n;;;;
5180;459;купл҄;съ.въ.(купл҄).а.т.и;съвъкупл҄ꙗти;7;v;;;;
5182;459;куп;съ.въ.(куп).и.т.и;съвъкупити;1;v;;;;
5179;250;дрьж;съ.въз.(дрьж).ьн.ик.ъ;съвъздрьжьникъ;2/m;n;;;;
5178;222;двиг;съ.въз.(двиг).н.ѫ.т.и;съвъздвигнѫти;5;v;;;;
5177;121;врѣг;съ.(врѣг).т.и;съврѣщи;4c*(;v;;62; 747;
5176;126;врьш;съ.(врьш).и.т.и;съврьшити;1;v;;62;;
5175;126;врьш;съ.(врьш).и.т.ел҄.ь;съврьшител҄ь;2/m*;n;;62;;
5174;126;врьш;съ.(врьш).ен.ьj.е;съврьшениѥ;2/n;n;;62;;
5173;126;врьш;съ.(врьш).а.т.и;съврьшати;7;v;;62;;
5172;117;вращ;съ.(вращ).а.т.и;съвращати;7;v;;62; 746;
5171;117;врат;съ.(врат).и.т.и;съвратити;1;v;;62; 746;
5170;96;воj;съ.(воj).ин.ъ;съвоинъ;2/m;n;;732;;
5169;105;влѣк;съ.(влѣк).т.и;съвлѣщи;4c*(;v;см. п.  502;62; 772;
5168;105;влач;съ.(влач).и.т.и;съвлачити;1;v;;62; 772;
5167;104;влад;съ.(влад).т.и;съвласти;4c;v;;62;;
5165;95;ви;съ.(ви).т.ък.ъ;съвитъкъ;2/m;n;;731;;
5164;95;ви;съ.(ви).т.и;съвити;4h*);v;;731;;
5163;95;ви;съ.(ви).в.а.т.и;съвивати;7;v;;731;;
5162;75;вед;съ.(вед).т.и;съвести;4c;v;;661; 666;
5161;915;съвалъм;((съвалъм)).ъ;съвалъмъ;2/m;n;;;;
5160;74;вад;съ.(вад).ьн.ик.ъ;съвадьникъ;2/m;n;;;;
5159;74;вад;съ.(вад).а;съвада;2/f;n;;;;
5158;24;бьр;съ.(бьр).а.т.и;събьрати;3°*;v;;742;;
5157;24;бьр;съ.(бьр).а.н.ьj.е;събьраниѥ;2/n;n;;742;;
6202;16;бы;съ.(бы).т.и;събыти;0;v;;808;;
5156;16;быв;съ.(быв).а.т.и;събывати;7;v;;808;;
5155;50;брыс;съ.(брыс).а.т.и;събрысати;7;v;;703;;
5154;18;бод;съ.(бод).т.и;събости;4c;v;;657;;
5153;24;бор;съ.(бор).ьн.ъ;съборьнъ;2/a;a;;742;;
5152;24;бор;съ.(бор).ьн.ик.ъ;съборьникъ;2/m;n;;742;;
5151;24;бор;съ.(бор).ъ;съборъ;2/m;n;;742;;
5149;33;блѫжд;съ.(блѫжд).ен.ьj.е;съблѫждениѥ;2/n;n;;692;;
5150;33;блѫд;съ.(блѫд).и.т.и;съблѫдити;1;v;;692;;
5141;34;бл҄уд;съ.(бл҄уд).т.и;събл҄юсти;4c;v;;704;;
5140;34;бл҄уд;съ.(бл҄уд).ен.ьj.е;събл҄юдениѥ;2/n;n;;704;;
5139;34;бл҄уд;съ.(бл҄уд).а.т.и;събл҄юдати;7;v;;704;;
5148;28;блазн;съ.(блазн).ъ;съблазнъ;2/m;n;;;;
5147;28;блазн;съ.(блазн).и.т.и;съблазнити;1;v;;;;
5146;28;блажн҄;съ.(блажн҄).а.т.и;съблажн҄ꙗти;7;v;;;;
5145;23;би;съ.(би).т.и;събити;4h*);v;;679; 730;
5144;24;бир;съ.(бир).а.т.и;събирати;7;v;;742;;
5143;24;бир;съ.(бир).а.н.ьj.е;събираниѥ;2/n;n;;742;;
5142;1074;чѧ;съ.без.на.(чѧ).л.ьн.ъ;събезначѧльнъ;2/a;a;;688;;
5118;910;суj;(суj).ет.ьн.ъ;суѥтьнъ;2/a;a;;;;
5117;910;суj;(суj).ет.а;суѥта;2/f;n;;;;
5138;914;суш;(суш).и.т.и;сушити;1;v;;727;;
5137;914;суш;(суш).и.л.о;сушило;2/n;n;;727;;
5136;914;суш;(суш).а;суша;2/f;n;;727;;
5135;914;сух;(сух).ъ;сухъ;2/a;a;;727;;
5134;914;сух;(сух).от.а;сухота;2/f;n;;727;;
5133;913;сур;(сур).ов.ъ;суровъ;2/a;a;;726;;
5132;912;сул;(сул).ѣj.ь;сулѣи;2/a**;a;;;;
5119;912;сул҄;(сул҄).ьi̯.ь;сул҄ии;2/a**;a;;;;
5131;911;сук;(сук).ън.о;сукъно;2/n;n;;;;
5130;910;суj;(суj).ь;суи;2/a;a;;;;
5129;210;губ;су.(губ).ьн.ъ;сугубьнъ;2/a;a;;705;;
5128;210;губ;су.(губ).ъ;сугубъ;2/a;a;;705;;
5127;210;губ;су.(губ).и.т.и;сугубити;1;v;;705;;
5051;885;стѫп;(стѫп).и.т.и;стѫпити;1;v;;834;;
5050;885;стѫп;(стѫп).а.т.и;стѫпати;7;v;;834;;
5049;885;стѫп;(стѫп).а.н.ьj.е;стѫпаниѥ;2/n;n;;834;;
5116;909;стѣн҄;(стѣн҄).ь;стѣн҄ь;2/m;n;;;;
5115;908;стѣн;(стѣн).а;стѣна;2/f;n;;;;
5114;883;стьл;(стьл).а.т.и;стьлати;3*;v;;783;;
5113;907;стькл;(стькл).ѣн.иц.а;стьклѣница;2/f;n;;;;
5112;907;стькл;(стькл).ьн.иц.а;стькльница;2/f;n;;;;
5108;886;стьѕ;(стьѕ).а;стьѕа;2/f;n;;659;;
5110;886;стьг;(стьг).н.а;стьгна;2/f;n;;659;;
5109;906;стьбл;(стьбл).ьj.е;стьблиѥ;2/n;n;;;;
5107;905;стыд;(стыд).ѣ.т.и;стыдѣти;2;v;;725;;
5106;905;стыд;(стыд).ѣ.н.ьj.е;стыдѣниѥ;2/n;n;;725;;
5105;905;стыд;(стыд).ък.ъ;стыдъкъ;2/a;a;;725;;
5104;905;стыд;(стыд).ост.ь;стыдость;1/f;n;;725;;
5103;905;студ;(студ).ьн.ъ;студьнъ;2/a;a;;725;;
5102;905;студ;(студ).ъ;студъ;2/m;n;;725;;
5101;905;студ;(студ).ов.ьн.ъ;студовьнъ;2/a;a;;725;;
5100;905;студ;(студ).ен.ьц.ь;студеньць;2/m;n;;725;;
5099;905;студ;(студ).ен.ь;студень;1/f;n;;725;;
5098;905;студ;(студ).ен.ъ;студенъ;2/a;a;;725;;
5097;894;стрѣг;(стрѣг).т.и;стрѣщи2;4c*(;v;;663; 767;
5096;891;стрѣг;(стрѣг).т.и;стрѣщи1;4c;v;;663; 767;
5095;892;стрѣ;(стрѣ).х.а;стрѣха;2/f;n;;741;;
5091;904;стрѣл҄;(стрѣл҄).а.т.и;стрѣл҄ꙗти;7;v;;;;
5094;904;стрѣл;(стрѣл).а;стрѣла;2/f;n;;;;
5093;903;стрѣк;(стрѣк).а.т.и;стрѣкати;3;v;;;;
5092;903;стрѣк;(стрѣк).а.л.о;стрѣкало;2/n;n;;;;
5090;901;стрьк;(стрьк).ъ;стрькъ;2/m;n;;;;
5089;900;стръп;(стръп).ът.ьн.ъ;стръпътьнъ;2/a;a;;;;
5088;900;стръп;(стръп).ът.ив.ъ;стръпътивъ;2/a;a;;;;
5087;897;стръг;(стръг).а.т.и;стръгати;3*;v;;724;;
5083;895;стру;(струi̯).а;струꙗ;2/f;n;;;;
5086;899;струп;(струп).ъ;струпъ;2/m;n;;;;
5085;899;струп;(струп).ив.ъ;струпивъ;2/a;a;;;;
5084;897;струг;(струг).а;струга;2/f;n;;724;;
5076;892;строj;(строj).ен.ьj.е;строѥниѥ;2/n;n;;741;;
5082;896;строп;(строп).ъ;стропъ;2/m;n;;;;
5081;892;строj;(строj).и.т.и;строити;1;v;;741;;
5080;892;строj;(строj).и.т.ел҄.ьств.о;строител҄ьство;2/n;n;;741;;
5079;892;строj;(строj).и.т.ел҄.ь;строител҄ь;2/m*;n;;741;;
5078;892;строj;(строj).ьн.ъ;строинъ;2/a;a;;741;;
5077;892;строj;(строj).ь;строи;2/m;n;;741;;
5075;893;страш;(страш).ьн.ъ;страшьнъ;2/a;a;;;;
5074;893;страш;(страш).и.т.и;страшити;1;v;;;;
5073;893;страш;(страш).ив.ъ;страшивъ;2/a;a;;;;
5072;893;страх;(страх).ъ;страхъ;2/m;n;;;;
5071;893;страх;(страх).ов.а.н.ьj.е;страхованиѥ;2/n;n;;;;
5070;890;страд;(страд).т.ьн.ъ;страстьнъ;2/a;a;;;;
5069;890;страд;(страд).т.ьн.ич.ьск.ъ;страстьничьскъ;2/a;a;;;;
5068;890;страд;(страд).т.ьн.ик.ъ;страстьникъ;2/m;n;;;;
5067;890;страд;(страд).т.ь;страсть;1/f;n;;;;
5066;888;стра;(стра).н.ьн.ъ;страньнъ;2/a;a;;766;;
5065;888;стра;(стра).н.ьн.ик.ъ;страньникъ;2/m;n;;766;;
5064;888;стра;(стра).н.а;страна;2/f;n;;766;;
5063;891;страж;(страж).ьб.а;стражьба;2/f;n;;663; 767;
5062;891;страж;(страж).ь;стражь;2/m;n;;663; 767;
5061;891;страж;(страж).а;стража;2/f;n;;663; 767;
5060;890;страд;(страд).ьб.а;страдьба;2/f;n;;;;
5059;890;страд;(страд).а.т.и;страдати;3;v;;;;
5058;890;страд;(страд).а.н.ьj.е;страданиѥ;2/n;n;;;;
5055;879;сто;(стоi̯).ѣ.т.и;стоꙗти;2;v;;657;;
5054;879;сто;(стоi̯).ѣ.н.ьj.е;стоꙗниѥ;2/n;n;;657;;
5057;885;стоп;(стоп).а;стопа;2/f;n;;834;;
5056;879;сто;(сто).л.ъ;столъ;2/m;n;;657;;
5053;887;стлъп;(стлъп).ьн.ик.ъ;стлъпьникъ;2/m;n;;62;;
5052;887;стлъп;(стлъп).ъ;стлъпъ;2/m;n;;62;;
5048;885;степ;(степ).ен.ьн.ъ;степеньнъ;2/a;a;;834;;
5047;885;степ;(степ).ен.ь;степень;1/m;n;;834;;
5046;884;стен;(стен).а.т.и;стенати;3;v;;;;
5045;884;стен;(стен).а.н.ьj.е;стенаниѥ;2/n;n;;;;
5043;883;стел҄;(стел҄).а;стел҄ꙗ;2/f;n;;783;;
5044;882;стеж;(стеж).ер.ъ;стежеръ;2/m;n;;;;
5111;881;стегн;((стегн)).о;стегно;2/n;n;;;;
5025;879;ста;(стаi̯).а.т.и;стаꙗти;3;v;;657;;
5042;879;ста;(ста).т.и;стати;0;v;;657;;
5041;880;стар;(стар).ѣj.ьш.ин.ьств.ов.а.т.и;старѣишиньствовати;6;v;;;;
5040;880;стар;(стар).ѣj.ьш.ин.ьств.о;старѣишиньство;2/n;n;;;;
5039;880;стар;(стар).ѣj.ьш.ин.ьск.ъ;старѣишиньскъ;2/a;a;;;;
5038;880;стар;(стар).ѣj.ьш.ин.а;старѣишина;2/f;n;;;;
5037;880;стар;(стар).ьч.ь;старьчь;2/a;a;;;;
5036;880;стар;(стар).ьц.ь;старьць;2/m;n;;;;
5035;880;стар;(стар).ъ;старъ;2/a;a;;;;
5034;880;стар;(стар).ост.ь;старость;1/f;n;;;;
5033;880;стар;(стар).иц.а;старица;2/f;n;;;;
5032;879;ста;(ста).н.ъ;станъ;2/m;n;;657;;
5031;879;ста;(ста).н.ьj.е;станиѥ;2/n;n;;657;;
5030;879;ста;(ста).д.о;стадо;2/n;n;;657;;
5027;879;ста;(ста).вл҄.ен.ьj.е;ставл҄ѥниѥ;2/n;n;;657;;
5026;879;ста;(ста).вл҄.а.т.и;ставл҄ꙗти;7;v;;657;;
5029;879;ста;(ста).в.и.т.и;ставити;1;v;;657;;
5028;879;ста;(ста).в.и.л.о;ставило;2/n;n;;657;;
5024;877;срѣд;(срѣд).ьн҄.ь;срѣдьн҄ь;2/a;a;;62; 765;
5023;877;срѣд;(срѣд).а;срѣда;2/f;n;;62; 765;
5022;878;срьп;(срьп).ъ;срьпъ;2/m;n;;62;;
5021;877;срьд;(срьд).ьч.ьн.ъ;срьдьчьнъ;2/a;a;;62; 765;
5020;877;срьд;(срьд).ьц.е;срьдьце;2/n;n;;62; 765;
5019;876;срьб;(срьб).а.н.ьj.е;срьбаниѥ;2/n;n;;62;;
5018;875;срач;(срач).иц.а;срачица;2/f;n;;62;;
5017;874;срам;(срам).ьн.ъ;срамьнъ;2/a;a;;62;;
5016;874;срам;(срам).ъ;срамъ;2/m;n;;62;;
5015;874;срам;(срам).от.а;срамота;2/f;n;;62;;
5013;874;срамл҄;(срамл҄).а.т.и;срамл҄ꙗти;7;v;;62;;
5014;874;срам;(срам).и.т.и;срамити;1;v;;62;;
5005;873;спѫд;(спѫд).ъ;спѫдъ;2/m;n;;;;
