id;root_number;root_form;mphl;norm;par_index;class;extent;reference;;
940;130;вътор;((вътор)).ьн.ик.ъ;въторьникъ;2/m;n;;;;
939;130;вътор;((вътор)).ък.ъ;въторъкъ;2/m;n;;;;
938;130;вътор;((вътор)).ъ;въторъ;2/a;a;;;;
937;130;вътор;((вътор)).иц.а;въторица;2/f;n;;;;
770;935;сѫд;въ.(сѫд).ьн.ъ;въсѫдьнъ;2/a;a;;;;
769;935;сѫд;въ.(сѫд).ъ;въсѫдъ;2/m;n;;;;
933;926;сѣ;въ.(сѣi̯).а.т.и;въсѣꙗти;3;v;;;;
936;926;сѣ;въ.(сѣ).т.и;въсѣти;4v;v;;;;
935;798;сѣд;въ.(сѣд).т.и;въсѣсти;0;v;;832;;
934;816;сѣл҄;въ.(сѣл҄).а.т.и;въсѣл҄ꙗти;7;v;;658;;
932;917;сып;въ.(сып).а.т.и;въсыпати;3;v;;660;;
930;923;сын҄;въ.(сын҄).ен.ьj.е;въсын҄ѥниѥ;2/n;n;;;;
929;923;сын҄;въ.(сын҄).а.т.и;въсын҄ꙗти;7;v;;;;
931;916;сыл;въз.(сыл).а.т.и;въсылати;7;v;;660;;
928;916;съл;въз.(съл).а.т.и;въсълати;3;v;;660;;
6309;1090;чу;въз.(чу).д.и.т.и;въсчудити;1;v;;;;
927;1048;хыщ;въз.(хыщ).ьн.ик.ъ;въсхыщьникъ;2/m;n;;;;
926;1048;хыщ;въз.(хыщ).ен.ьj.е;въсхыщениѥ;2/n;n;;;;
925;1048;хыщ;въз.(хыщ).а.т.и;въсхыщати;7;v;;;;
924;1048;хыт;въз.(хыт).и.т.и;въсхытити;1;v;;;;
923;1048;хыт;въз.(хыт).а.т.и;въсхытати;7;v;;;;
6308;1046;хул҄;въз.(хул҄).а.т.и;въсхул҄ꙗти;7;v;;;;
922;1038;хот;въз.(хот).ѣ.т.и;въсхотѣти;0;v;;664;;
919;1021;хожд;въз.(хожд).ен.ьj.е;въсхождениѥ;2/n;n;;657;;
921;1021;ход;въз.(ход).ъ;въсходъ;2/m;n;;657;;
920;1021;ход;въз.(ход).и.т.и;въсходити;1;v;;657;;
918;1036;хлѫп;въз.(хлѫп).а.т.и;въсхлѫпати;7;v;;;;
917;1030;хлащ;въз.(хлащ).ен.ьj.е;въсхлащениѥ;2/n;n;;;;
916;1025;хват;въз.(хват).и.т.и;въсхватити;1;v;;;;
915;1024;хвал;въз.(хвал).и.т.и;въсхвалити;1;v;;;;
900;885;стѫп;въ.(стѫп).а.т.и;въстѫпати;7;v;;834;;
899;1006;тѫж;въз.(тѫж).и.т.и;въстѫжити;1;v;;701;;
913;1006;тѧѕ;въз.(тѧѕ).а.т.и;въстѧѕати;7;v;;701;;
912;1006;тѧѕ;въз.(тѧѕ).а.н.ьj.е;въстѧѕаниѥ;2/n;n;;701;;
914;1006;тѧг;въз.(тѧг).н.ѫ.т.и;въстѧгнѫти;5;v;;701;;
911;992;тък;въз.(тък).н.ѫ.т.и;въстъкнѫти;5;v;;660;;
906;985;трѫб;въз.(трѫб).и.т.и;въстрѫбити;1;v;;;;
910;984;трѧс;въз.(трѧс).т.и;въстрѧсти;4c;v;;700;;
909;973;трьѕ;въз.(трьѕ).а.т.и;въстрьѕати;3*;v;;769;;
908;973;тръг;въз.(тръг).н.ѫ.т.и;въстръгнѫти;5;v;;769;;
907;973;тръг;въз.(тръг).а.т.и;въстръгати;7;v;;769;;
905;968;трепет;въз.((трепет)).а.т.и;въстрепетати;3;v;;;;
904;941;точ;въз.(точ).ьн.ъ;въсточьнъ;2/a;a;;661; 675;
903;941;точ;въз.(точ).ив.ъ;въсточивъ;2/a;a;;661; 675;
902;941;ток;въз.(ток).ъ;въстокъ;2/m;n;;661; 675;
901;958;тлап;въз.(тлап).и.т.и;въстлапити;1;v;;62;;
898;954;тир;въз.(тир).а.т.и;въстирати;7;v;;768;;
897;884;стен;въз.(стен).а.т.и;въстенати;3;v;;;;
887;879;ста;въз.(стаi̯).а.т.и;въстаꙗти;3;v;;657;;
896;879;ста;въз.(ста).т.и;въстати;0;v;;657;;
895;879;ста;въз.(ста).н.ьн.ъ;въстаньнъ;2/a;a;;657;;
893;879;ста;въз.(ста).н.ьj.е;въстаниѥ;2/n;n;;657;;
894;879;ста;въз.(ста).н.ив.ъ;въстанивъ;2/a;a;;657;;
889;879;ста;въз.(ста).вл҄.ен.ьj.е;въставл҄ѥниѥ;2/n;n;;657;;
888;879;ста;въз.(ста).вл҄.а.т.и;въставл҄ꙗти;7;v;;657;;
892;879;ста;въз.(ста).в.и.т.и;въставити;1;v;;657;;
891;879;ста;въз.(ста).в.и.т.ел҄.ь;въставител҄ь;2/m*;n;;657;;
890;879;ста;въз.(ста).в.а.т.и;въставати;7;v;;657;;
886;738;пѣ;въз.(пѣ).т.ьj.е;въспѣтиѥ;2/n;n;;738;;
885;738;пѣ;въз.(пѣ).т.и;въспѣти;4h);v;см. п.  502;738;;
884;738;пѣ;въз.(пѣ).в.а.т.и;въспѣвати;7;v;;738;;
883;733;пыт;въз.(пыт).а.т.и;въспытати;7;v;;;;
882;730;пущ;въз.(пущ).а.т.и;въспущати;7;v;;;;
881;730;пуст;въз.(пуст).и.т.и;въспустити;1;v;;;;
880;727;прѧт;въз.(прѧт).а.т.и;въспрѧтати;7;v;;;;
879;726;прѧд;въз.(прѧд).н.ѫ.т.и;въспрѧнѫти;5;v;;;;
878;723;прѣщ;въз.(прѣщ).ен.ьj.е;въспрѣщениѥ;2/n;n;;;;
877;723;прѣщ;въз.(прѣщ).а.т.и;въспрѣщати;7;v;;;;
876;723;прѣт;въз.(прѣт).и.т.и;въспрѣтити;1;v;;;;
875;707;прос;въз.(прос).и.т.и;въспросити;1;v;;657;;
873;334;ѧ;въз.при.(i̯ѧ).т.и;въсприѩти;4h;v;;655; 691;
874;334;ьм;въз.при.(i̯ьм).а.т.и;въсприимати;3*;v;;655; 691;
872;683;пльз;въз.по.(пльз).ен.ьj.е;въспопльзениѥ;2/n;n;;778;;
871;550;мѧ;въз.по.(мѧ).н.ѫ.т.и;въспомѧнѫти;5;v;;686;;
870;550;мин;въз.по.(мин).а.т.и;въспоминати;7;v;;686;;
869;550;мин;въз.по.(мин).а.н.ьj.е;въспоминаниѥ;2/n;n;;686;;
861;688;пл҄у;въз.(пл҄у).н.ѫ.т.и;въспл҄юнѫти;5;v;;716;;
868;678;плищ;въз.(плищ).ев.а.т.и;въсплищевати;6;v;;;;
867;674;плеск;въз.(плеск).а.т.и;въсплескати;3;v;;;;
866;672;плащ;въз.(плащ).ен.ьj.е;въсплащениѥ;2/n;n;;;;
865;654;пла;въз.(пла).н.ѫ.т.и;въспланѫти;5;v;;829;;
864;671;плак;въз.(плак).а.т.и;въсплакати;3;v;;;;
863;668;пит;въз.(пит).ѣ.т.и;въспитѣти;7;v;;;;
862;668;пит;въз.(пит).а.н.ьj.е;въспитаниѥ;2/n;n;;;;
860;861;смръд;въз.(смръд).ѣ.т.и;въсмръдѣти;2;v;;681; 764;
859;858;смиj;въз.(смиj).а.т.и;въсмиꙗти;3*;v;;740;;
806;857;слѣд;въ.(слѣд).ьств.ов.а.т.и;въслѣдьствовати;6;v;;;;
805;857;слѣд;въ.(слѣд).ов.а.т.и;въслѣдовати;6;v;;;;
804;856;сльп;въз.(сльп).а.т.и;въсльпати;3*;v;;508; 782;
801;847;слан҄;въ.(слан҄).а.т.и;въслан҄ꙗти;7;v;;;;
803;842;сла;въ.(сла).д.и.т.и;въсладити;1;v;;780;;
802;844;слав;въз.(слав).и.т.и;въславити;1;v;;720;;
800;474;кыс;въз.(кыс).ѣ.т.и;въскысѣти;7;v;;;;
799;474;кыс;въз.(кыс).н.ѫ.т.и;въскыснѫти;5;v;;;;
798;473;кып;въз.(кып).ѣ.т.и;въскыпѣти;2;v;;;;
796;460;кур҄;въз.(кур҄).а.т.и;въскур҄ꙗти;7;v;;;;
797;460;кур;въз.(кур).и.т.и;въскурити;1;v;;;;
795;451;крѣш;въз.(крѣш).ен.ьj.е;въскрѣшениѥ;2/n;n;;680; 755;
794;451;крѣш;въз.(крѣш).а.т.и;въскрѣшати;7;v;;680; 755;
793;451;крѣс;въз.(крѣс).ьн.ъ;въскрѣсьнъ;2/a;a;;680; 755;
792;451;крѣс;въз.(крѣс).и.т.и;въскрѣсити;1;v;;680; 755;
790;451;крьс;въз.(крьс).н.ѫ.т.и;въскрьснѫти;5;v;;680; 755;
791;451;крьс;въз.(крьс).н.ов.ен.ьj.е;въскрьсновениѥ;2/n;n;;680; 755;
789;451;крьс;въз.(крьс).ен.ьj.е;въскрьсениѥ;2/n;n;;680; 755;
788;451;крьс;въз.(крьс).а.т.и;въскрьсати;7;v;;680; 755;
787;447;кръм;въз.(кръм).и.т.и;въскръмити;1;v;;;;
786;836;скръб;въз.(скръб).ѣ.т.и;въскръбѣти;2;v;;;;
785;437;крич;въз.(крич).ѣ.т.и;въскричати;2;v;;;;
783;435;крил;въз.(крил).ьj.е;въскрилиѥ;2/n;n;;;;
784;435;крил;въз.(крил).и.т.и;въскрилити;1;v;;;;
782;426;краj;въз.(краj).ьн҄.ь;въскраин҄ь;2/a;a;;657;;
781;824;скоч;въ.(скоч).и.т.и;въскочити;1;v;;657;;
780;404;колѣб;въз.((колѣб)).а.т.и;въсколѣбати;3;v;;;;
778;377;клон҄;въз.(клон҄).ен.ьj.е;въсклон҄ѥниѥ;2/n;n;;657;;
779;377;клон;въз.(клон).и.т.и;въсклонити;1;v;;657;;
777;383;клиц;въз.(клиц).а.н.ьj.е;въсклицаниѥ;2/n;n;;;;
775;383;клик;въз.(клик).н.ѫ.т.и;въскликнѫти;5;v;;;;
776;383;клик;въз.(клик).н.ов.ен.ьj.е;въскликновениѥ;2/n;n;;;;
774;375;клад;въз.(клад).т.и;въскласти;4c;v;;;;
772;377;клан҄;въз.(клан҄).а.т.и;въсклан҄ꙗти;7;v;;657;;
773;375;клад;въз.(клад).а.т.и;въскладати;7;v;;;;
771;824;скак;въз.(скак).а.т.и;въскакати;3;v;;657;;
768;820;сиj;въз.(сиj).а.т.и;въсиꙗти;7;v;;;;
766;816;сел҄;въ.(сел҄).ен.ьск.ъ;въсел҄ѥньскъ;2/a;a;;658;;
765;816;сел҄;въ.(сел҄).ен.ьj.е;въсел҄ѥниѥ;2/n;n;;658;;
764;;;;въсел҄ѥнаꙗ;;;см. въселити;;;
767;816;сел;въ.(сел).и.т.и;въселити;1;v;;658;;
763;806;сверѣп;въз.((сверѣп)).ѣ.т.и;въсверѣпѣти;7;v;;;;
762;798;сад;въ.(сад).и.т.и;въсадити;1;v;;832;;
758;796;рѫщ;въ.(рѫщ).а.т.и;върѫщати;7;v;;;;
757;795;рѫч;въ.(рѫч).и.т.и;върѫчити;1;v;;;;
760;793;рѧжд;въ.(рѧжд).ен.ьj.е;върѧждениѥ;2/n;n;;;;
761;793;рѧд;въ.(рѧд).и.т.и;върѧдити;1;v;;;;
759;790;рѣсн;въ.(рѣсн).и.т.и;върѣснити;1;v;;;;
756;1015;ум;въ.раз.(ум).и.т.и;въразумити;1;v;;;;
755;666;пьс;въ.(пьс).а.т.и;въпьсати;3*;v;;659;;
754;730;пущ;въ.(пущ).а.т.и;въпущати;7;v;;;;
753;730;пуст;въ.(пуст).и.т.и;въпустити;1;v;;;;
752;724;прѧг;въ.(прѧг).т.и;въпрѧщи;4c;v;;698;;
751;707;прош;въ.(прош).ен.ьj.е;въпрошениѥ;2/n;n;;657;;
750;707;прос;въ.(прос).ъ;въпросъ;2/m;n;;657;;
749;707;прос;въ.(прос).и.т.и;въпросити;1;v;;657;;
748;707;праш;въ.(праш).а.т.и;въпрашати;7;v;;657;;
747;707;праш;въ.(праш).а.н.ьj.е;въпрашаниѥ;2/n;n;;657;;
746;703;прав;въ.(прав).ьд.и.т.и;въправьдити;1;v;;;;
734;129;въпл҄;(въпл҄).ь;въпл҄ь;2/m;n;;813;;
745;682;плъщ;въ.(плъщ).ен.ьj.е;въплъщениѥ;2/n;n;;;;
744;681;плъч;въ.(плъч).и.т.и;въплъчити;1;v;;;;
743;681;плъч;въ.(плъч).ен.ьj.е;въплъчениѥ;2/n;n;;;;
742;682;плът;въ.(плът).и.т.и;въплътити;1;v;;;;
741;671;плак;въ.(плак).а.т.и;въплакати;3;v;;;;
740;129;въп;(въп).и.т.и;въпити;0;v;;813;;
739;660;печ;въ.(печ).ѣл.и.т.и;въпечалити;1;v;;665;;
738;658;пер;въ.(пер).и.т.и;въперити;1;v;;760;;
737;649;пад;въ.(пад).т.и;въпасти;4c;v;;;;
736;649;пад;въ.(пад).ен.ьj.е;въпадениѥ;2/n;n;;;;
735;649;пад;въ.(пад).а.т.и;въпадати;7;v;;;;
733;642;орѫж;въ.((орѫж)).и.т.и;въорѫжити;1;v;;;;
732;754;раз;въ.об.(раз).и.т.и;въобразити;1;v;;662;;
502;1120;ѫтр;вън.(ѫтр).ьн҄.ь;вънѫтрьн҄ь;2/a;a;;;;
509;334;ѧ;вън.(ѧ).т.и;вънѧти;4h;v;;655; 691;
508;128;вън;(вън).ѣ.ш.ьн҄.ь;вънѣшьн҄ь;2/a;a;;;;
507;334;ьм;вън.(ьм).а.т.и;въньмати;3*;v;;655; 691;
506;609;ньз;въ.(ньз).н.ѫ.т.и;въньзнѫти;5;v;;671;;
505;1020;уш;вън.(уш).и.т.и;вънушити;1;v;;;;
504;607;нос;въ.(нос).и.т.и;въносити;1;v;;661; 670;
503;609;ноз;въ.(ноз).и.т.и;вънозити;1;v;;671;;
501;329;и;вън.(и).т.и;вънити;0;v;;826;;
500;609;низ;въ.(низ).т.и;вънисти;4c*(;v;;671;;
499;334;им;вън.(им).а.т.и;вънимати;7;v;;655; 691;
498;607;нес;въ.(нес).т.и;вънести;4c;v;;661; 670;
497;607;нес;въ.(нес).ен.ьj.е;вънесениѥ;2/n;n;;661; 670;
496;10;ап;въ.не.за.(ап).ъ;вънезаапъ;2/a;a;;655;;
495;592;мѣщ;въ.(мѣщ).а.т.и;въмѣщати;7;v;;;;
494;545;мѣт;въ.(мѣт).а.т.и;въмѣтати;7;v;;661; 669;
493;592;мѣст;въ.(мѣст).и.т.и;въмѣстити;1;v;;;;
492;550;мѣн;въ.(мѣн).и.т.и;въмѣнити;1;v;;686;;
491;545;мет;въ.(мет).а.т.и;въметати;3°;v;;661; 669;
490;484;лѣз;въ.(лѣз).т.и;вълѣсти;4c;v;;662;;
489;499;льст;въ.(льст).и.т.и;въльстити;1;v;;659;;
488;482;лож;въ.(лож).и.т.и;въложити;1;v;;827;;
487;482;лож;въ.(лож).ен.ьj.е;въложениѥ;2/n;n;;827;;
486;501;лов;въ.(лов).ьн.ъ;въловьнъ;2/a;a;;;;
482;491;лиj;въ.(лиj).а.т.и;вълиꙗти;3*;v;;736;;
485;491;ли;въ.(ли).т.ьj.е;вълитиѥ;2/n;n;;736;;
484;491;ли;въ.(ли).т.и;вълити;4h*);v;;736;;
483;491;ли;въ.(ли).в.а.т.и;въливати;7;v;;736;;
481;482;леж;въ.(леж).ѣ.т.и;вълежати;2;v;;827;;
476;77;въл;(въл).а.т.и;вълати;7;v;;62; 771;
480;484;лаз;въ.(лаз).ъ;вълазъ;2/m;n;;662;;
479;484;лаз;въ.(лаз).и.т.и;вълазити;1;v;;662;;
478;482;лаг;въ.(лаг).а.т.и;вълагати;7;v;;827;;
477;482;лаг;въ.(лаг).а.л.ищ.е;вълагалище;2/n;n;;827;;
475;474;кыс;въ.(кыс).ѣ.т.и;въкысѣти;7;v;;;;
474;474;кыс;въ.(кыс).н.ѫ.т.и;въкыснѫти;5;v;;;;
473;462;куш;въ.(куш).ен.ьj.е;въкушениѥ;2/n;n;;;;
472;462;куш;въ.(куш).а.т.и;въкушати;7;v;;;;
471;462;кус;въ.(кус).ъ;въкусъ;2/m;n;;;;
470;462;кус;въ.(кус).и.т.и;въкусити;1;v;;;;
469;459;куп;въ.(куп).ьн.ъ;въкупьнъ;2/a;a;;;;
468;414;кор;въ.(кор).ен.и.т.и;въкоренити;1;v;;;;
731;411;коп;въ.(коп).а.т.и;въкопати;7;v;;;;
730;339;испр;въ.(испр).ьн҄.ь;въиспрьн҄ь;2/a;a;;655;;
729;1112;ьн;въ.(i̯ьн).ьн.ъ;въиньнъ;2/a;a;;655; 804;
728;334;ѧ;въз.(ѧ).т.ьj.е;възѧтиѥ;2/n;n;;655; 691;
727;334;ѧ;въз.(ѧ).т.и;възѧти;4h;v;;655; 691;
726;;;;възѣхати;;;см. възѣти;;;
6400;1114;ѣ;въз.(ѣ).т.и;възѣти;0;v;;840;;
725;309;зьр;въз.(зьр).ѣ.т.и;възьрѣти;2;v;;62; 753;
724;309;зьр;въз.(зьр).ѣ.н.ьj.е;възьрѣниѥ;2/n;n;;62; 753;
723;334;ьм;въз.(ьм).а.т.и;възьмати;3*;v;;655; 691;
722;323;зыв;въз.(зыв).а.т.и;възывати;7;v;;678; 708;
718;346;jар;възъ.(jар).и.т.и;възъꙗрити;1;v;;;;
721;129;ъп;въз.(ъп).и.т.и;възъпити;0;v;;813;;
720;323;зъв;въз.(зъв).а.т.и;възъвати;3°*;v;;678; 708;
719;323;зъв;въз.(зъв).а.н.ьj.е;възъваниѥ;2/n;n;;678; 708;
717;309;зор;въ.(зор).ъ;възоръ;2/m;n;;62; 753;
716;609;ньз;въз.(ньз).н.ѫ.т.и;възньзнѫти;5;v;;671;;
715;607;нош;въз.(нош).ен.ьj.е;възношениѥ;2/n;n;;661; 670;
714;607;нос;въз.(нос).и.т.и;възносити;1;v;;661; 670;
713;610;ник;въз.(ник).н.ѫ.т.и;възникнѫти;5;v;;;;
712;607;нес;въз.(нес).т.и;възнести;4c;v;;661; 670;
711;607;нес;въз.(нес).ен.ьj.е;възнесениѥ;2/n;n;;661; 670;
710;737;пьщ;въз.не.(пьщ).ев.а.т.и;възнепьщевати;6;v;;;;
709;98;вид;въз.не.на.(вид).ѣ.т.и;възненавидѣти;2;v;;;;
702;597;мѫщ;въз.(мѫщ).ен.ьj.е;възмѫщениѥ;2/n;n;;697;;
701;597;мѫщ;въз.(мѫщ).а.т.и;възмѫщати;7;v;;697;;
700;597;мѫт;въз.(мѫт).и.т.и;възмѫтити;1;v;;697;;
699;601;мѫж;въз.(мѫж).а.т.и;възмѫжати;7;v;;;;
708;597;мѧт;въз.(мѧт).т.и;възмѧсти;4c;v;;697;;
707;545;мѣт;въз.(мѣт).а.т.и;възмѣтати;7;v;;661; 669;
706;590;мѣр;въз.(мѣр).и.т.и;възмѣрити;1;v;;;;
705;581;мьзд;въз.(мьзд).ьj.е;възмьздиѥ;2/n;n;;;;
704;535;мог;въз.(мог).т.и;възмощи;4c;v;;657;;
703;535;мож;въз.(мож).ьн.ъ;възможьнъ;2/a;a;;657;;
698;545;мет;въз.(мет).а.т.и;възметати;3°;v;;661; 669;
697;535;маг;въз.(маг).а.т.и;възмагати;7;v;;657;;
582;530;л҄убл҄;въз.(л҄убл҄).ен.ьj.е;възл҄юбл҄ѥниѥ;2/n;n;;;;
583;530;л҄убл҄;въз.(л҄убл҄).ен.ик.ъ;възл҄юбл҄ѥникъ;2/m;n;;;;
584;530;л҄уб;въз.(л҄уб).и.т.и;възл҄юбити;1;v;;;;
696;484;лѣз;въз.(лѣз).т.и;възлѣсти;4c;v;;662;;
695;482;лѣг;въз.(лѣг).а.н.ьj.е;възлѣганиѥ;2/n;n;;827;;
694;482;лож;въз.(лож).и.т.и;възложити;1;v;;827;;
692;491;лиj;въз.(лиj).а.т.и;възлиꙗти;3*;v;;736;;
693;491;ли;въз.(ли).в.а.т.и;възливати;7;v;;736;;
691;482;лег;въз.(лег).т.и;възлещи;0;v;;827;;
690;490;лет;въз.(лет).ѣ.т.и;възлетѣти;2;v;;;;
689;482;леж;въз.(леж).ѣ.т.и;възлежати;2;v;;827;;
688;482;лаг;въз.(лаг).а.т.и;възлагати;7;v;;827;;
687;329;и;въз.(и).т.и;възити;0;v;;826;;
686;335;иск;въз.(иск).ов.а.т.и;възисковати;6;v;;655;;
685;335;иск;въз.(иск).а.т.и;възискати;3°;v;;655;;
684;335;иск;въз.(иск).а.т.ел҄.ь;възискател҄ь;2/m*;n;;655;;
683;335;иск;въз.(иск).а.н.ьj.е;възисканиѥ;2/n;n;;655;;
682;309;зир;въз.(зир).а.т.и;възирати;7;v;;62; 753;
681;334;им;въз.(им).а.т.и;възимати;7;v;;655; 691;
680;334;им;въз.(им).а.н.ьj.е;възиманиѥ;2/n;n;;655; 691;
679;332;игр;въз.(игр).а.т.и;възиграти;7;v;;655;;
676;225;дѣ;въз.(дѣi̯).а.т.и;въздѣꙗти;3;v;;822;;
678;225;дѣ;въз.(дѣ).т.и;въздѣти;0;v;;822;;
677;225;дѣ;въз.(дѣ).л.а.т.и;въздѣлати;7;v;;822;;
675;220;дьр;въз.(дьр).а.т.и;въздьрати;3°*;v;;750;;
674;261;дых;въз.(дых).а.т.и;въздыхати;7;v;;706;;
673;261;дых;въз.(дых).а.н.ьj.е;въздыханиѥ;2/n;n;;706;;
672;261;дъх;въз.(дъх).н.ѫ.т.и;въздъхнѫти;5;v;;706;;
671;261;душ;въз.(душ).ьн.ъ;въздушьнъ;2/a;a;;706;;
670;261;дух;въз.(дух).ъ;въздухъ;2/m;n;;706;;
669;259;ду;въз.(ду).н.ѫ.т.и;въздунѫти;5;v;;653;;
668;254;дрѣм;въз.(дрѣм).а.т.и;въздрѣмати;3;v;;;;
667;250;дрьж;въз.(дрьж).ѣ.т.и;въздрьжати;2;v;;;;
666;250;дрьж;въз.(дрьж).ѣ.н.ьн.ъ;въздрьжаньнъ;2/a;a;;;;
665;250;дрьж;въз.(дрьж).ѣ.н.ьj.е;въздрьжаниѥ;2/n;n;;;;
664;787;рьв;въз.(рьв).ьн.ов.а.т.и;въздрьвьновати;6;v;;;;
663;786;рыд;въз.(рыд).а.т.и;въздрыдати;7;v;;;;
662;773;ръв;въз.(ръв).а.н.ьj.е;въздръваниѥ;2/n;n;;717;;
661;780;ру;въз.(ру).т.и;въздрути;4h);v;;718;;
660;769;ри;въз.(ри).н.ѫ.т.и;въздринѫти;5;v;;739;;
659;762;ращ;въз.(ращ).а.т.и;въздращати;7;v;;;;
658;762;раст;въз.(раст).ъ;въздрастъ;2/m;n;;;;
657;762;раст;въз.(раст).и.т.и;въздрастити;1;v;;;;
656;762;раст;въз.(раст).т.и;въздрасти;4c;v;;;;
655;762;раст;въз.(раст).ен.ьj.е;въздрастениѥ;2/n;n;;;;
654;754;раз;въз.(раз).и.т.и;въздразити;1;v;;662;;
653;754;раж;въз.(раж).а.т.и;въздражати;7;v;;662;;
652;752;рад;въз.(рад).ов.а.т.и;въздрадовати;6;v;;;;
651;220;дир;въз.(дир).а.т.и;въздирати;7;v;;750;;
649;231;див;въз.(див).ьj.а.т.и;въздивиꙗти;7;v;;;;
650;230;див;въз.(див).и.т.и;въздивити;1;v;;;;
645;222;двиѕ;въз.(двиѕ).а.т.и;въздвиѕати;7;v;;;;
648;222;движ;въз.(движ).ен.ьj.е;въздвижениѥ;2/n;n;;;;
647;222;двиг;въз.(двиг).ъ;въздвигъ;2/m;n;;;;
646;222;двиг;въз.(двиг).н.ѫ.т.и;въздвигнѫти;5;v;;;;
641;216;да;въз.(даi̯).а.т.и;въздаꙗти;3;v;;820;;
640;216;да;въз.(даi̯).а.н.ьj.е;въздаꙗниѥ;2/n;n;;820;;
644;216;да;въз.(да).т.и;въздати;0;v;;820;;
643;216;да;въз.(да).т.ел҄.ь;въздател҄ь;2/m*;n;;820;;
642;216;да;въз.(да).н.ьj.е;възданиѥ;2/n;n;;820;;
639;196;гръм;въз.(гръм).ѣ.т.и;възгръмѣти;2;v;;664; 681;
638;197;гръд;въз.(гръд).ѣ.н.ьj.е;възгръдѣниѥ;2/n;n;;;;
636;192;гражд;въз.(гражд).ен.ьj.е;възграждениѥ;2/n;n;;;;
635;192;гражд;въз.(гражд).а.т.и;възграждати;7;v;;;;
637;192;град;въз.(град).и.т.и;възградити;1;v;;;;
634;154;гор;въз.(гор).ѣ.т.и;възгорѣти;2;v;;749;;
632;175;гнѫш;въз.(гнѫш).а.т.и;възгнѫшати;7;v;;;;
633;174;гнѣт;въз.(гнѣт).и.т.и;възгнѣтити;1;v;;;;
631;162;глаш;въз.(глаш).ен.ьj.е;възглашениѥ;2/n;n;;819;;
630;162;глаш;въз.(глаш).а.т.и;възглашати;7;v;;819;;
629;162;глас;въз.(глас).и.т.и;възгласити;1;v;;819;;
628;159;гла.гол;въз.((гла.гол)).а.т.и;възглаголати;3;v;;819; 835;
627;158;глав;въз.(глав).ьн.иц.а;възглавьница;2/f;n;;;;
626;154;гар;въз.(гар).а.т.и;възгарати;7;v;;749;;
625;148;вѧз;въз.(вѧз).а.т.и;възвѧзати;3;v;;655; 817;
619;139;вѣ;въз.(вѣi̯).а.т.и;възвѣꙗти;3;v;;;;
618;139;вѣ;въз.(вѣi̯).а.н.ьj.е;възвѣꙗниѥ;2/n;n;;;;
624;140;вѣд;въз.(вѣд).щ.ен.ьj.е;възвѣщениѥ;2/n;n;;;;
623;140;вѣд;въз.(вѣд).щ.а.т.и;възвѣщати;7;v;;;;
622;140;вѣд;въз.(вѣд).т.и.т.и;възвѣстити;1;v;;;;
621;101;вѣс;въз.(вѣс).и.т.и;възвѣсити;1;v;;663;;
620;146;вѣр;въз.(вѣр).ов.а.т.и;възвѣровати;6;v;;;;
617;133;выш;въз.(выш).ен.ьj.е;възвышениѥ;2/n;n;;;;
616;133;выс;въз.(выс).и.т.и;възвысити;1;v;;;;
615;121;врѣг;въз.(врѣг).т.и;възврѣщи;4c*(;v;;62; 747;
614;117;вращ;въз.(вращ).ен.ьj.е;възвращениѥ;2/n;n;;62; 746;
613;117;вращ;въз.(вращ).а.т.и;възвращати;7;v;;62; 746;
612;117;врат;въз.(врат).и.т.и;възвратити;1;v;;62; 746;
611;75;вод;въз.(вод).и.т.и;възводити;1;v;;661; 666;
6345;97;ви;въз.(ви).т.ь;възвить;1/f;n;;;;
610;97;ви;въз.(ви).т.ьj.е;възвитиѥ;2/n;n;;;;
609;75;вед;въз.(вед).т.и;възвести;4c;v;;661; 666;
607;90;вес;въз.(вес).ел҄.а.т.и;възвесел҄ꙗти;7;v;;;;
608;90;вес;въз.(вес).ел.и.т.и;възвеселити;1;v;;;;
606;86;вел;въз.(вел).ич.и.т.и;възвеличити;1;v;;;;
605;86;вел;въз.(вел).ич.а.т.и;възвеличати;7;v;;;;
604;81;вар;въз.(вар).и.т.и;възварити;1;v;;678; 809;
603;77;вал;въз.(вал).и.т.и;възвалити;1;v;;62; 771;
602;72;бѣш;въз.(бѣш).ен.ьj.е;възбѣшениѥ;2/n;n;;;;
601;72;бѣш;въз.(бѣш).а.т.и;възбѣшати;7;v;;;;
600;72;бѣс;въз.(бѣс).ьн.ѣ.т.и;възбѣсьнѣти;7;v;;;;
599;72;бѣс;въз.(бѣс).ов.а.т.и;възбѣсовати;6;v;;;;
598;72;бѣс;въз.(бѣс).и.т.и;възбѣсити;1;v;;;;
597;24;бьр;въз.(бьр).а.т.и;възбьрати;3°*;v;;742;;
596;63;бъд;въз.(бъд).н.ѫ.т.и;възбънѫти;5;v;;704;;
593;62;бу;въз.(буi̯).а.н.ьj.е;възбуꙗниѥ;2/n;n;;;;
594;63;бужд;въз.(бужд).а.т.и;възбуждати;7;v;;704;;
595;63;буд;въз.(буд).и.т.и;възбудити;1;v;;704;;
591;42;бра;въз.(бра).н҄.а.т.и;възбран҄ꙗти;7;v;;743;;
592;42;бра;въз.(бра).н.и.т.и;възбранити;1;v;;743;;
590;38;боj;въз.(боj).ѣ.т.и;възбоꙗти;2;v;;;;
